customer_id,age,gender,region,city_tier,employment_status,employment_length_years,annual_income,credit_score,housing_status,marital_status,existing_debts_count
CUST-104183,31,Female,North,Tier 3,Self-Employed Professional,0.0,50545.38,734,Mortgaged,Married,2
CUST-104184,32,Female,East,Tier 3,Salaried - Corporate,2.0,97287.26,697,Family Owned,Single,3
CUST-104185,40,Male,East,Tier 2,Salaried - Corporate,7.0,82476.55,725,Mortgaged,Single,1
CUST-104186,60,Female,Central,Tier 2,Salaried - Corporate,1.0,89142.58,707,Owned,Married,3
CUST-104187,29,Male,East,Tier 1,Salaried - Public Sector,5.0,88639.51,729,Owned,Married,1
CUST-104188,32,Female,North-East,Tier 3,Contractual,5.0,20883.34,620,Owned,Married,2
CUST-104189,36,Male,North,Tier 2,Salaried - Public Sector,2.0,65692.56,648,Rented,Married,1
CUST-104190,40,Female,West,Tier 2,Contractual,5.0,47191.29,643,Mortgaged,Married,2
CUST-104191,39,Male,North,Tier 1,Salaried - Public Sector,0.0,67021.77,679,Owned,Divorced,2
CUST-104192,49,Male,West,Tier 2,Salaried - Corporate,7.0,91617.5,812,Mortgaged,Married,3
CUST-104193,21,Male,South,Tier 1,Salaried - Corporate,0.0,36726.21,573,Family Owned,Married,1
CUST-104194,21,Male,East,Tier 3,Self-Employed Business,0.0,118376.53,738,Owned,Married,2
CUST-104195,32,Female,South,Tier 3,Salaried - Corporate,11.0,27635.21,740,Rented,Married,3
CUST-104196,47,Female,North,Tier 1,Salaried - Corporate,5.0,36686.52,624,Owned,Married,1
CUST-104197,21,Male,West,Tier 2,Salaried - Corporate,1.0,47119.93,762,Rented,Married,2
CUST-104198,21,Male,Central,Tier 2,Salaried - Corporate,1.0,60095.45,684,Mortgaged,Married,2
CUST-104199,42,Male,North,Tier 3,Salaried - Public Sector,2.0,42033.25,654,Owned,Married,2
CUST-104200,39,Female,Central,Tier 2,Self-Employed Business,1.0,180474.11,730,Rented,Married,2
CUST-104201,26,Male,North,Rural,Salaried - Public Sector,5.0,29420.04,665,Owned,Single,0
CUST-104202,27,Male,West,Tier 1,Self-Employed Professional,3.0,230676.0,754,Mortgaged,Single,4
CUST-104203,27,Male,Central,Tier 1,Self-Employed Professional,2.0,230970.94,687,Owned,Married,2
CUST-104204,38,Male,North,Tier 2,Salaried - Public Sector,17.0,53650.74,740,Rented,Married,1
CUST-104205,30,Male,South,Tier 2,Salaried - Corporate,1.0,35819.38,575,Mortgaged,Married,2
CUST-104206,41,Male,South,Tier 1,Self-Employed Business,0.0,543577.78,753,Owned,Single,2
CUST-104207,21,Female,South,Tier 1,Salaried - Corporate,0.0,166841.61,703,Rented,Married,1
CUST-104208,28,Female,West,Tier 3,Salaried - Corporate,0.0,44691.88,662,Family Owned,Married,1
CUST-104209,25,Male,East,Tier 2,Salaried - Corporate,1.0,27416.18,637,Owned,Married,5
CUST-104210,34,Female,Central,Tier 1,Salaried - Corporate,7.0,96049.42,727,Rented,Married,4
CUST-104211,31,Male,North,Tier 3,Salaried - Public Sector,6.0,29037.73,598,Mortgaged,Single,2
CUST-104212,44,Female,East,Tier 1,Salaried - Corporate,8.0,109028.73,725,Rented,Divorced,1
CUST-104213,21,Male,South,Tier 1,Salaried - Public Sector,1.0,69854.19,642,Mortgaged,Married,2
CUST-104214,37,Female,Central,Tier 1,Salaried - Public Sector,4.0,33656.08,673,Owned,Married,1
CUST-104215,42,Female,North,Tier 3,Salaried - Public Sector,3.0,22933.02,717,Family Owned,Married,0
CUST-104216,55,Male,North-East,Tier 2,Salaried - Corporate,12.0,37008.82,692,Mortgaged,Married,3
CUST-104217,32,Female,South,Tier 1,Self-Employed Business,2.0,299836.75,821,Rented,Married,3
CUST-104218,40,Male,East,Tier 1,Salaried - Public Sector,13.0,49138.14,714,Owned,Single,2
CUST-104219,21,Female,South,Tier 2,Salaried - Corporate,1.0,17380.84,590,Rented,Single,2
CUST-104220,21,Male,West,Tier 2,Self-Employed Business,1.0,63505.78,688,Family Owned,Married,2
CUST-104221,45,Male,East,Rural,Salaried - Corporate,1.0,35654.88,560,Owned,Single,0
CUST-104222,36,Female,East,Tier 2,Self-Employed Professional,4.0,171765.7,743,Owned,Married,2
CUST-104223,48,Male,East,Tier 1,Self-Employed Professional,15.0,213438.32,832,Owned,Married,4
CUST-104224,23,Male,South,Tier 2,Salaried - Corporate,1.0,28158.9,596,Mortgaged,Married,1
CUST-104225,42,Male,North,Tier 1,Self-Employed Business,5.0,125211.23,769,Owned,Divorced,2
CUST-104226,55,Female,West,Rural,Salaried - Corporate,1.0,60366.7,635,Owned,Married,1
CUST-104227,41,Male,South,Tier 1,Self-Employed Professional,6.0,79991.29,697,Rented,Married,0
CUST-104228,39,Male,West,Tier 1,Salaried - Corporate,3.0,76910.95,645,Mortgaged,Divorced,1
CUST-104229,37,Female,East,Tier 2,Salaried - Public Sector,7.0,76285.72,705,Rented,Married,5
CUST-104230,21,Male,South,Tier 1,Contractual,1.0,39898.63,751,Rented,Divorced,4
CUST-104231,50,Male,East,Tier 1,Salaried - Public Sector,,83329.38,667,Mortgaged,Married,1
CUST-104232,30,Male,East,Tier 2,Salaried - Corporate,9.0,109474.3,719,Rented,Single,1
CUST-104233,42,Male,West,Tier 2,Salaried - Public Sector,3.0,41001.83,665,Rented,Single,2
CUST-104234,21,Male,West,Tier 2,Self-Employed Professional,1.0,106689.17,695,Mortgaged,Married,2
CUST-104235,25,Female,North,Tier 3,Salaried - Corporate,1.0,32536.17,699,Family Owned,Single,3
CUST-104236,51,Male,Central,Tier 2,Self-Employed Business,,155045.52,726,Family Owned,Married,1
CUST-104237,33,Male,South,Tier 3,Self-Employed Business,2.0,35501.93,669,Mortgaged,Married,3
CUST-104238,51,Male,West,Tier 1,Salaried - Corporate,8.0,87520.01,696,Owned,Married,0
CUST-104239,36,Male,North,Tier 1,Self-Employed Business,15.0,81049.5,803,Rented,Single,1
CUST-104240,21,Female,North,Tier 2,Contractual,1.0,35037.11,623,Owned,Married,2
CUST-104241,45,Male,East,Tier 1,Salaried - Corporate,3.0,46164.78,676,Rented,Married,2
CUST-104242,31,Male,South,Tier 1,Salaried - Corporate,2.0,61303.1,712,Mortgaged,Married,2
CUST-104243,43,Male,North-East,Tier 3,Salaried - Corporate,5.0,39576.85,734,Rented,Married,2
CUST-104244,37,Female,North,Tier 2,Salaried - Corporate,,31657.93,710,Owned,Single,1
CUST-104245,21,Male,North,Tier 1,Contractual,1.0,26607.15,638,Mortgaged,Married,2
CUST-104246,38,Male,North,Tier 3,Salaried - Corporate,11.0,17899.09,707,Rented,Single,3
CUST-104247,58,Female,North,Tier 1,Salaried - Corporate,0.0,85046.15,688,Mortgaged,Married,3
CUST-104248,41,Male,East,Tier 2,Salaried - Corporate,5.0,80587.82,793,Mortgaged,Single,3
CUST-104249,36,Female,South,Tier 1,Salaried - Corporate,4.0,35125.0,698,Mortgaged,Married,3
CUST-104250,47,Female,South,Tier 1,Salaried - Public Sector,0.0,39891.28,680,Rented,Married,0
CUST-104251,39,Male,North,Tier 1,Self-Employed Professional,0.0,48391.4,658,Owned,Married,2
CUST-104252,39,Male,North,Tier 3,Salaried - Public Sector,5.0,22092.05,575,Rented,Married,1
CUST-104253,26,Female,North,Tier 1,Salaried - Corporate,0.0,85994.8,692,Mortgaged,Single,2
CUST-104254,39,Female,West,Tier 2,Self-Employed Business,8.0,45058.79,645,Rented,Married,0
CUST-104255,47,Female,West,Tier 1,Contractual,17.0,39142.08,644,Rented,Married,1
CUST-104256,28,Male,West,Tier 1,Salaried - Corporate,1.0,48465.41,672,Mortgaged,Single,0
CUST-104257,51,Male,Central,Tier 2,Salaried - Corporate,9.0,45697.89,748,Rented,Married,2
CUST-104258,36,Female,West,Tier 2,Salaried - Corporate,5.0,91057.47,701,Rented,Single,1
CUST-104259,28,Male,South,Tier 2,Salaried - Corporate,3.0,30401.63,607,Mortgaged,Married,3
CUST-104260,46,Female,South,Tier 3,Self-Employed Professional,6.0,35426.15,602,Owned,Divorced,0
CUST-104261,34,Male,Central,Tier 1,Self-Employed Business,9.0,127354.36,685,Owned,Divorced,2
CUST-104262,44,Female,East,Tier 1,Salaried - Corporate,21.0,60060.32,832,Owned,Single,0
CUST-104263,34,Male,South,Tier 3,Salaried - Corporate,6.0,44651.6,651,Rented,Married,4
CUST-104264,36,Male,East,Rural,Salaried - Public Sector,8.0,36791.14,594,Owned,Married,1
CUST-104265,41,Female,North-East,Tier 2,Salaried - Corporate,5.0,25505.09,662,Family Owned,Married,1
CUST-104266,39,Male,West,Tier 2,Contractual,4.0,50492.86,609,Mortgaged,Single,1
CUST-104267,21,Male,South,Tier 1,Self-Employed Professional,0.0,81045.21,685,Owned,Single,1
CUST-104268,25,Male,Central,Tier 2,Salaried - Corporate,1.0,120257.05,746,Rented,Single,4
CUST-104269,46,Female,North-East,Tier 1,Salaried - Corporate,2.0,83399.98,748,Rented,Married,2
CUST-104270,35,Female,North,Rural,Self-Employed Business,6.0,137858.17,723,Mortgaged,Married,1
CUST-104271,31,Male,West,Tier 1,Salaried - Public Sector,0.0,95920.48,709,Mortgaged,Single,1
CUST-104272,23,Male,West,Tier 1,Self-Employed Business,2.0,224713.52,797,,Married,0
CUST-104273,26,Male,North,Tier 2,Salaried - Corporate,0.0,48465.49,628,Mortgaged,Married,0
CUST-104274,21,Female,East,Tier 1,Salaried - Corporate,1.0,172116.0,666,Mortgaged,Married,0
CUST-104275,35,Male,South,Tier 2,Salaried - Public Sector,6.0,40586.93,695,Rented,Married,4
CUST-104276,31,Male,East,Rural,Salaried - Public Sector,4.0,42505.69,622,Owned,Married,4
CUST-104277,27,Male,Central,Tier 2,Salaried - Corporate,,83413.51,682,Rented,Single,2
CUST-104278,36,Male,South,Tier 3,Salaried - Corporate,15.0,198479.55,771,Family Owned,Married,2
CUST-104279,40,Female,South,Tier 1,Salaried - Corporate,14.0,121701.94,755,Owned,Married,4
CUST-104280,57,Male,Central,Tier 1,Self-Employed Professional,9.0,62737.55,688,Rented,Married,0
CUST-104281,21,Male,North-East,Tier 3,Salaried - Corporate,1.0,46490.19,708,Owned,Divorced,2
CUST-104282,48,Male,North,Tier 1,Salaried - Public Sector,0.0,37191.71,647,Mortgaged,Married,2
CUST-104283,46,Female,Central,Tier 2,Salaried - Corporate,2.0,112979.41,633,Rented,Married,3
CUST-104284,29,Male,North,Tier 2,Self-Employed Professional,8.0,10136.84,626,Mortgaged,Divorced,1
CUST-104285,39,Male,South,Tier 1,Salaried - Corporate,5.0,64609.89,697,Rented,Married,0
CUST-104286,32,Male,West,Tier 2,Salaried - Corporate,7.0,162405.18,725,Mortgaged,Single,2
CUST-104287,38,Female,West,Tier 2,Salaried - Corporate,0.0,79212.67,674,Rented,Single,2
CUST-104288,52,Female,West,Tier 3,Salaried - Corporate,1.0,51906.92,646,Mortgaged,Married,3
CUST-104289,43,Male,North,Tier 1,Salaried - Public Sector,6.0,39562.66,633,Owned,Married,2
CUST-104290,42,Male,North,Tier 2,Salaried - Corporate,2.0,105389.65,771,Owned,Single,1
CUST-104291,32,Male,Central,Tier 1,Unemployed,,12047.31,538,Rented,Married,3
CUST-104292,22,Female,North,Tier 2,Salaried - Public Sector,1.0,34116.75,680,Mortgaged,Married,1
CUST-104293,34,Male,North,Tier 1,Salaried - Corporate,2.0,136886.54,705,Mortgaged,Married,2
CUST-104294,49,Female,West,Tier 2,Salaried - Public Sector,9.0,33554.92,633,Mortgaged,Single,0
CUST-104295,21,Female,East,Tier 1,Self-Employed Business,1.0,34129.97,513,Family Owned,Single,2
CUST-104296,26,Male,South,Tier 1,Self-Employed Business,0.0,48413.32,714,Rented,Married,1
CUST-104297,38,Male,North,Tier 2,Contractual,2.0,29293.76,699,Rented,Married,3
CUST-104298,27,Female,West,Tier 1,Self-Employed Business,6.0,66878.65,634,Rented,Married,4
CUST-104299,29,Male,North-East,Tier 2,Salaried - Corporate,8.0,134369.73,644,Rented,Married,1
CUST-104300,32,Female,North,Tier 2,Salaried - Corporate,11.0,55110.64,731,Owned,Single,1
CUST-104301,23,Male,East,Tier 1,Salaried - Public Sector,1.0,38804.49,736,Owned,Divorced,2
CUST-104302,27,Male,North,Tier 1,Self-Employed Professional,0.0,28045.01,604,Rented,Married,1
CUST-104303,44,Female,West,Tier 3,Salaried - Corporate,5.0,63739.21,778,Owned,Married,3
CUST-104304,23,Female,South,Rural,Salaried - Corporate,2.0,47213.84,689,Owned,Married,0
CUST-104305,21,Male,West,Tier 1,Contractual,1.0,45987.93,511,Owned,Married,5
CUST-104306,30,Female,South,Tier 1,Contractual,6.0,28860.9,669,Mortgaged,Married,1
CUST-104307,44,Male,East,Tier 1,Salaried - Corporate,1.0,76074.15,675,,Single,3
CUST-104308,35,Male,West,Tier 3,Salaried - Corporate,,73691.35,682,Owned,Single,3
CUST-104309,32,Male,South,Tier 2,Self-Employed Business,9.0,73414.15,696,Owned,Single,0
CUST-104310,37,Male,West,Tier 1,Salaried - Corporate,6.0,39684.53,675,Owned,Married,2
CUST-104311,21,Male,South,Tier 1,Self-Employed Business,1.0,157677.73,680,Mortgaged,Single,3
CUST-104312,41,Male,North,Tier 3,Salaried - Corporate,16.0,34126.91,642,Rented,Single,1
CUST-104313,40,Female,South,Tier 1,Self-Employed Professional,0.0,153596.15,742,Rented,Single,2
CUST-104314,32,Female,South,Tier 2,Salaried - Corporate,7.0,54870.76,634,Rented,Married,2
CUST-104315,47,Male,South,Tier 1,Self-Employed Business,0.0,173795.72,672,Owned,Married,2
CUST-104316,25,Other,West,Tier 2,Salaried - Corporate,0.0,69808.46,590,Rented,Single,3
CUST-104317,48,Male,East,Tier 2,Salaried - Public Sector,4.0,82389.02,741,Rented,Single,4
CUST-104318,38,Male,West,Tier 2,Salaried - Public Sector,0.0,72029.43,787,Mortgaged,Married,1
CUST-104319,33,Female,South,Tier 2,Self-Employed Professional,4.0,30245.87,593,Rented,Married,3
CUST-104320,36,Male,North,Tier 2,Salaried - Corporate,0.0,21230.29,592,Rented,Married,2
CUST-104321,35,Female,North,Tier 2,Self-Employed Professional,5.0,63185.34,689,Mortgaged,Single,2
CUST-104322,49,Male,West,Tier 1,Salaried - Corporate,2.0,95156.23,736,Family Owned,Single,1
CUST-104323,26,Male,North,Rural,Self-Employed Business,0.0,33010.45,642,Owned,Married,0
CUST-104324,29,Male,North,Tier 3,Salaried - Corporate,8.0,50774.38,763,Owned,Married,0
CUST-104325,47,Female,North,Tier 2,Self-Employed Business,2.0,97000.05,666,Owned,Married,2
CUST-104326,31,Female,South,Tier 1,Self-Employed Professional,3.0,82336.75,696,Mortgaged,Divorced,3
CUST-104327,46,Female,South,Tier 1,Salaried - Corporate,2.0,51279.34,673,Family Owned,Single,3
CUST-104328,53,Male,North,Tier 3,Salaried - Corporate,0.0,24407.13,553,Family Owned,Married,2
CUST-104329,32,Male,South,Tier 3,Contractual,3.0,61570.99,637,Family Owned,Single,1
CUST-104330,43,Female,South,Tier 1,Salaried - Corporate,6.0,24391.79,664,Family Owned,Married,3
CUST-104331,25,Male,West,Tier 2,Self-Employed Professional,4.0,31466.99,587,Rented,Married,0
CUST-104332,44,Male,West,Tier 2,Salaried - Corporate,,198834.94,716,Mortgaged,Married,2
CUST-104333,38,Female,East,Tier 1,Self-Employed Business,0.0,46131.47,742,Rented,Single,2
CUST-104334,41,Male,South,Tier 2,Self-Employed Professional,1.0,47212.57,631,Owned,Single,1
CUST-104335,30,Male,North,Tier 2,Contractual,0.0,36535.27,615,Owned,Married,1
CUST-104336,21,Female,West,Tier 1,Self-Employed Business,0.0,133134.28,694,Rented,Single,3
CUST-104337,42,Female,South,Tier 1,Salaried - Public Sector,3.0,76083.69,664,Mortgaged,Single,3
CUST-104338,21,Female,South,Tier 1,Salaried - Corporate,1.0,148756.23,662,Mortgaged,Single,1
CUST-104339,33,Male,Central,Tier 3,Salaried - Corporate,6.0,25167.13,667,Owned,Married,4
CUST-104340,46,Male,North-East,Tier 2,Salaried - Corporate,0.0,59129.12,629,Owned,Single,1
CUST-104341,38,Female,West,Tier 2,Salaried - Corporate,11.0,52741.17,681,Rented,Married,0
CUST-104342,56,Female,North-East,Tier 2,Salaried - Public Sector,6.0,34488.74,721,Rented,Married,0
CUST-104343,47,Male,West,Rural,Self-Employed Business,20.0,58979.43,691,Mortgaged,Married,3
CUST-104344,30,Female,West,Tier 1,Salaried - Corporate,9.0,93202.96,770,Rented,Married,2
CUST-104345,37,Female,South,Tier 1,Salaried - Corporate,7.0,94353.8,693,Rented,Married,1
CUST-104346,36,Male,Central,Tier 1,Salaried - Public Sector,,97747.09,688,Mortgaged,Married,1
CUST-104347,21,Female,West,Tier 3,Self-Employed Business,1.0,53332.94,691,Mortgaged,Married,1
CUST-104348,27,Male,North,Tier 1,Salaried - Corporate,1.0,42560.43,596,Rented,Married,0
CUST-104349,31,Male,South,Tier 3,Salaried - Corporate,3.0,20338.66,665,Mortgaged,Single,0
CUST-104350,21,Male,North,Tier 1,Salaried - Corporate,1.0,55918.96,627,Mortgaged,Married,7
CUST-104351,37,Male,Central,Tier 2,Salaried - Corporate,6.0,27547.55,663,Mortgaged,Married,2
CUST-104352,34,Female,East,Tier 1,Self-Employed Professional,0.0,56158.91,616,Owned,Single,4
CUST-104353,21,Female,North,Tier 1,Self-Employed Professional,1.0,42330.95,676,Mortgaged,Married,0
CUST-104354,41,Female,South,Tier 1,Self-Employed Business,0.0,60113.72,609,Family Owned,Married,2
CUST-104355,44,Male,North-East,Tier 2,Self-Employed Business,10.0,254845.32,742,Mortgaged,Married,0
CUST-104356,39,Male,East,Tier 3,Self-Employed Business,0.0,50310.87,639,Rented,Single,1
CUST-104357,33,Male,South,Tier 3,Salaried - Public Sector,2.0,68956.59,707,Rented,Married,3
CUST-104358,42,Male,South,Tier 1,Salaried - Corporate,3.0,86786.08,763,Family Owned,Married,0
CUST-104359,43,Male,North,Tier 2,Salaried - Corporate,5.0,39687.34,648,Rented,Married,1
CUST-104360,40,Male,North,Tier 3,Salaried - Public Sector,0.0,34996.37,632,Owned,Divorced,5
CUST-104361,28,Male,East,Tier 1,Self-Employed Business,,29938.09,629,Owned,Single,2
CUST-104362,39,Male,South,Tier 2,Salaried - Public Sector,2.0,42940.05,733,Rented,Married,2
CUST-104363,48,Male,South,Tier 2,Contractual,3.0,14915.02,566,Rented,Divorced,3
CUST-104364,31,Male,East,Tier 1,Salaried - Corporate,,95000.79,717,Rented,Single,2
CUST-104365,57,Female,North,Tier 1,Salaried - Corporate,9.0,56665.37,713,Rented,Married,1
CUST-104366,31,Male,Central,Tier 1,Self-Employed Business,0.0,76867.29,647,Mortgaged,Married,2
CUST-104367,37,Male,South,Tier 2,Self-Employed Business,0.0,54581.25,692,Rented,Married,6
CUST-104368,30,Female,North,Tier 1,Salaried - Corporate,3.0,110366.42,764,Rented,Single,1
CUST-104369,39,Other,North,Tier 1,Salaried - Corporate,18.0,45136.49,693,Family Owned,Married,2
CUST-104370,21,Female,North,Tier 2,Salaried - Corporate,0.0,33593.22,689,Mortgaged,Married,1
CUST-104371,31,Male,North,Tier 1,Salaried - Corporate,0.0,83588.62,700,Owned,Single,2
CUST-104372,26,Male,South,Tier 1,Salaried - Corporate,5.0,121240.11,665,Owned,Married,3
CUST-104373,38,Female,West,Tier 1,Salaried - Corporate,,83116.92,777,Owned,Single,3
CUST-104374,46,Female,North,Rural,Salaried - Public Sector,13.0,88173.27,762,Rented,Married,2
CUST-104375,43,Male,South,Tier 1,Salaried - Public Sector,5.0,43855.81,616,Mortgaged,Single,0
CUST-104376,21,Male,Central,Tier 1,Salaried - Public Sector,1.0,26788.86,597,Mortgaged,Single,1
CUST-104377,57,Male,South,Tier 1,Salaried - Public Sector,3.0,77439.82,751,Rented,Married,1
CUST-104378,39,Male,West,Tier 1,Self-Employed Professional,3.0,78463.78,649,Owned,Married,1
CUST-104379,29,Female,North,Tier 2,Salaried - Corporate,8.0,68581.76,642,Rented,Married,0
CUST-104380,38,Male,North,Rural,Salaried - Corporate,2.0,62349.17,609,Rented,Married,1
CUST-104381,38,Other,South,Tier 2,Salaried - Corporate,0.0,25268.74,603,Rented,Single,3
CUST-104382,30,Male,North,Tier 1,Salaried - Corporate,2.0,61023.44,711,Family Owned,Married,1
CUST-104383,38,Female,Central,Tier 1,Salaried - Corporate,17.0,94409.27,755,Rented,Single,2
CUST-104384,30,Male,North,Tier 1,Salaried - Corporate,3.0,80026.08,637,Mortgaged,Married,1
CUST-104385,32,Male,East,Tier 1,Salaried - Corporate,2.0,64496.23,668,Rented,Divorced,0
CUST-104386,30,Male,East,Tier 3,Self-Employed Professional,2.0,77286.01,718,Owned,Single,2
CUST-104387,22,Female,North,Tier 2,Unemployed,0.0,19903.66,494,Family Owned,Married,2
CUST-104388,38,Female,West,Tier 1,Contractual,0.0,13895.67,558,Rented,Divorced,1
CUST-104389,42,Male,South,Tier 1,Self-Employed Business,6.0,286476.52,838,Mortgaged,Married,2
CUST-104390,42,Female,West,Tier 1,Self-Employed Professional,7.0,41302.87,679,Rented,Single,0
CUST-104391,45,Male,West,Tier 3,Contractual,2.0,26377.51,674,Owned,Married,0
CUST-104392,40,Female,South,Tier 2,Self-Employed Professional,,54265.27,668,Mortgaged,Married,2
CUST-104393,31,Female,South,Tier 3,Salaried - Public Sector,8.0,60735.92,678,Rented,Single,1
CUST-104394,45,Female,North,Tier 2,Salaried - Public Sector,5.0,65409.71,748,Rented,Married,2
CUST-104395,23,Male,North,Tier 1,Salaried - Corporate,2.0,94563.65,701,Owned,Married,2
CUST-104396,27,Male,North,Rural,Salaried - Corporate,6.0,45402.05,622,Owned,Single,1
CUST-104397,27,Other,Central,Tier 1,Salaried - Corporate,4.0,53836.41,771,Rented,Married,1
CUST-104398,47,Male,South,Tier 1,Salaried - Corporate,3.0,42929.75,679,Owned,Married,5
CUST-104399,46,Male,North,Tier 3,Self-Employed Professional,,21644.15,711,Mortgaged,Married,1
CUST-104400,41,Female,North,Tier 1,Self-Employed Business,3.0,61351.86,652,Family Owned,Married,2
CUST-104401,47,Male,South,Tier 1,Contractual,4.0,52723.86,630,Mortgaged,Single,0
CUST-104402,28,Female,North,Tier 3,Salaried - Corporate,7.0,24621.03,683,Mortgaged,Divorced,6
CUST-104403,40,Female,South,Tier 2,Contractual,1.0,46353.79,687,Mortgaged,Married,4
CUST-104404,35,Female,North,Tier 1,Self-Employed Business,8.0,46364.93,731,Owned,Married,2
CUST-104405,45,Male,North,Tier 2,Salaried - Corporate,1.0,49901.47,558,Rented,Married,0
CUST-104406,35,Male,East,Tier 3,Salaried - Public Sector,14.0,44035.76,668,Owned,Single,2
CUST-104407,33,Male,Central,Tier 1,Salaried - Corporate,5.0,117669.44,724,Mortgaged,Single,1
CUST-104408,42,Male,South,Tier 2,Salaried - Corporate,3.0,45102.95,703,Owned,Married,0
CUST-104409,45,Male,West,Rural,Salaried - Public Sector,2.0,44570.05,649,Owned,Married,5
CUST-104410,30,Male,North,Rural,Salaried - Public Sector,1.0,40028.48,639,,Married,4
CUST-104411,36,Male,West,Tier 2,Salaried - Corporate,7.0,47815.76,693,Rented,Single,1
CUST-104412,26,Male,North,Tier 1,Contractual,5.0,21915.62,563,Mortgaged,Married,2
CUST-104413,21,Female,West,Tier 2,Salaried - Public Sector,1.0,58455.31,645,Owned,Married,1
CUST-104414,39,Male,West,Tier 1,Salaried - Corporate,5.0,71417.33,702,Rented,Married,2
CUST-104415,43,Male,West,Tier 2,Self-Employed Professional,1.0,54626.47,669,Owned,Married,4
CUST-104416,39,Female,West,Tier 1,Salaried - Public Sector,6.0,66720.97,643,Family Owned,Married,0
CUST-104417,21,Female,East,Tier 2,Salaried - Public Sector,1.0,61602.78,688,Rented,Married,1
CUST-104418,33,Male,North,Tier 1,Self-Employed Business,12.0,29332.53,695,Mortgaged,Single,1
CUST-104419,21,Female,East,Tier 3,Salaried - Corporate,1.0,30920.98,707,Mortgaged,Married,1
CUST-104420,50,Male,South,Tier 1,Salaried - Public Sector,2.0,43160.9,661,Owned,Single,1
CUST-104421,26,Male,North,Tier 1,Self-Employed Business,4.0,50685.6,728,Owned,Single,1
CUST-104422,49,Female,South,Tier 3,Self-Employed Professional,4.0,30914.35,563,Rented,Married,1
CUST-104423,46,Female,East,Tier 1,Salaried - Corporate,4.0,121974.84,713,Mortgaged,Single,0
CUST-104424,27,Male,North,Tier 2,Self-Employed Business,0.0,92343.39,669,Owned,Married,1
CUST-104425,25,Female,East,Tier 3,Contractual,1.0,12299.73,542,Mortgaged,Married,4
CUST-104426,40,Female,East,Tier 2,Self-Employed Professional,4.0,73975.91,713,Owned,Married,0
CUST-104427,28,Female,North,Tier 2,Self-Employed Business,7.0,98691.52,633,Mortgaged,Divorced,1
CUST-104428,38,Male,South,Tier 1,Salaried - Corporate,1.0,58865.8,598,Owned,Single,2
CUST-104429,32,Male,Central,Tier 2,Salaried - Corporate,1.0,28462.36,668,Mortgaged,Divorced,2
CUST-104430,21,Male,West,Tier 1,Salaried - Corporate,1.0,40866.23,666,Owned,Married,2
CUST-104431,21,Male,South,Tier 2,Self-Employed Professional,1.0,25547.71,604,Mortgaged,Married,2
CUST-104432,39,Male,South,Tier 3,Contractual,3.0,52854.06,694,,Single,2
CUST-104433,31,Female,North,Tier 2,Self-Employed Business,0.0,21805.85,673,Owned,Single,0
CUST-104434,31,Female,North,Rural,Salaried - Corporate,3.0,21703.18,651,Owned,Married,3
CUST-104435,43,Female,South,Tier 3,Salaried - Public Sector,10.0,36421.82,617,Rented,Married,1
CUST-104436,48,Male,Central,Tier 2,Unemployed,0.0,6432.01,542,Mortgaged,Married,2
CUST-104437,34,Male,Central,Tier 2,Salaried - Corporate,0.0,30350.67,556,Mortgaged,Married,0
CUST-104438,33,Male,West,Tier 1,Self-Employed Professional,0.0,92163.73,641,Owned,Married,1
CUST-104439,42,Male,South,Tier 1,Self-Employed Business,9.0,109601.35,763,,Single,2
CUST-104440,23,Female,North,Tier 1,Self-Employed Business,2.0,126648.04,644,Mortgaged,Married,2
CUST-104441,39,Male,East,Tier 1,Salaried - Corporate,6.0,100718.81,775,Owned,Married,1
CUST-104442,42,Female,East,Rural,Salaried - Corporate,8.0,39821.16,764,Family Owned,Married,2
CUST-104443,43,Male,South,Tier 1,Self-Employed Professional,2.0,56899.5,704,Mortgaged,Married,1
CUST-104444,21,Male,East,Tier 2,Contractual,1.0,33051.71,575,Owned,Married,1
CUST-104445,29,Female,West,Tier 2,Salaried - Public Sector,1.0,85493.99,633,Family Owned,Single,2
CUST-104446,28,Male,West,Tier 2,Salaried - Public Sector,1.0,62758.93,609,Mortgaged,Single,0
CUST-104447,37,Male,South,Tier 2,Self-Employed Business,2.0,39949.38,673,Rented,Married,4
CUST-104448,41,Male,West,Tier 1,Salaried - Corporate,18.0,95745.25,752,Mortgaged,Married,2
CUST-104449,51,Female,North,Tier 3,Self-Employed Professional,0.0,69413.92,688,Rented,Single,2
CUST-104450,32,Female,East,Tier 3,Salaried - Corporate,1.0,21889.71,693,Owned,Married,3
CUST-104451,32,Female,North,Tier 2,Salaried - Corporate,2.0,48217.44,704,Mortgaged,Single,3
CUST-104452,48,Female,North,Tier 3,Salaried - Corporate,1.0,53940.0,684,Mortgaged,Single,3
CUST-104453,39,Female,North,Tier 1,Salaried - Corporate,0.0,125862.52,710,Mortgaged,Married,2
CUST-104454,49,Female,North,Tier 1,Self-Employed Business,1.0,60461.6,630,Rented,Married,1
CUST-104455,39,Male,North-East,Tier 2,Salaried - Corporate,4.0,26143.71,669,Rented,Married,4
CUST-104456,25,Male,South,Tier 3,Salaried - Corporate,4.0,52397.64,689,Mortgaged,Married,2
CUST-104457,23,Male,Central,Tier 1,Salaried - Public Sector,1.0,57705.32,722,Rented,Married,2
