customer_id,age,gender,city,annual_income,visit_frequency,avg_purchase_value,online_activity_score,membership_years,discount_usage,monthly_spending,loyal_customer
CUST-11179,24,Male,Miami,60962.08,6,132.9,65.7,1.9,0.49,899.2,0
CUST-11180,40,Female,Seattle,41483.0,8,100.08,59.9,3.3,0.54,809.44,0
CUST-11181,54,Male,Los Angeles,79463.81,10,210.32,68.8,9.8,0.51,2060.32,1
CUST-11182,49,Male,Phoenix,39924.05,14,37.22,81.3,11.0,0.78,565.22,1
CUST-11183,19,Female,New York,88190.91,3,211.25,60.1,0.5,0.39,815.43,0
CUST-11184,26,Other,Chicago,53894.87,8,72.33,81.3,3.2,0.46,696.47,1
CUST-11185,49,Male,Austin,21376.44,6,16.27,69.8,8.2,0.72,160.44,1
CUST-11186,26,Male,New York,140526.86,5,373.04,54.8,0.6,0.29,2145.72,0
CUST-11187,35,Female,Boston,183056.61,6,450.0,65.7,2.5,0.28,3067.87,1
CUST-11188,44,Male,Miami,47114.2,9,120.51,87.5,9.3,0.67,1017.44,1
CUST-11189,26,Female,Austin,38037.74,5,74.28,70.8,2.1,0.56,439.41,0
CUST-11190,39,Female,New York,155299.53,9,352.76,73.5,2.8,0.18,3506.86,1
CUST-11191,21,Male,Los Angeles,160324.22,6,262.92,64.0,1.2,0.18,1967.79,0
CUST-11192,30,Male,New York,67218.71,8,134.19,81.0,3.9,0.47,1207.31,1
CUST-11193,41,Male,San Francisco,67991.09,7,39.9,84.9,6.9,0.58,474.89,1
CUST-11194,18,Male,Phoenix,46848.95,4,81.56,77.8,0.5,0.69,407.19,0
CUST-11195,43,Female,New York,31660.66,13,64.4,60.1,7.8,0.74,772.64,1
CUST-11196,37,Female,Miami,44495.52,8,109.83,66.0,2.5,0.58,977.8,0
CUST-11197,44,Female,Los Angeles,146859.69,10,368.22,62.8,6.3,0.08,4043.61,1
CUST-11198,40,Female,New York,67222.3,9,179.75,78.0,7.5,0.55,1519.63,1
CUST-11199,54,Male,Chicago,33818.83,12,40.63,70.9,3.0,0.5,548.31,1
CUST-11200,39,Female,New York,93755.67,7,234.63,60.9,1.8,0.43,1659.4,0
CUST-11201,32,Male,Los Angeles,44630.04,8,76.37,69.2,1.3,0.68,672.22,0
CUST-11202,39,Female,Chicago,55026.17,8,112.5,67.5,2.0,0.62,951.44,0
CUST-11203,44,Male,Seattle,35908.14,5,78.76,63.1,1.5,0.5,465.74,0
CUST-11204,38,Female,Miami,30650.2,14,65.59,55.2,6.8,0.47,975.49,1
CUST-11205,38,Female,Chicago,82258.32,12,123.67,75.2,6.6,0.42,1602.45,1
CUST-11206,29,Male,San Francisco,80370.75,4,163.73,76.6,1.1,0.48,840.43,0
CUST-11207,30,Male,Houston,34915.22,8,58.01,69.8,3.5,0.44,541.42,1
CUST-11208,21,Female,Los Angeles,66140.03,7,96.33,68.5,0.9,0.51,767.38,0
CUST-11209,58,Male,San Francisco,55988.35,9,88.98,70.7,4.5,0.49,899.3,1
CUST-11210,23,Female,San Francisco,51256.21,5,69.83,83.3,0.8,0.57,477.35,0
CUST-11211,29,Female,Phoenix,87260.81,8,161.42,75.3,1.5,0.38,1407.76,1
CUST-11212,29,Male,Phoenix,72119.39,15,204.32,84.6,3.3,0.39,2957.23,1
CUST-11213,48,Male,San Francisco,75044.44,7,131.98,61.3,4.2,0.48,1056.68,0
CUST-11214,34,Female,Chicago,61142.28,7,132.26,67.5,2.1,0.64,994.83,0
CUST-11215,52,Male,Seattle,67436.69,11,171.41,57.6,0.8,0.4,1863.38,0
CUST-11216,29,Male,New York,93303.16,5,242.47,85.6,4.0,0.48,1333.68,0
CUST-11217,41,Female,Seattle,45405.69,6,36.9,67.3,7.0,0.6,289.74,1
CUST-11218,27,Female,Los Angeles,95895.5,3,138.15,66.0,2.0,0.39,638.82,0
CUST-11219,63,Male,New York,87280.95,10,105.79,98.1,14.2,,1116.11,1
CUST-11220,23,Male,Phoenix,42749.44,4,96.66,72.3,0.9,0.64,449.11,0
CUST-11221,41,Female,Chicago,44573.78,12,121.91,,6.4,0.74,1303.47,1
CUST-11222,45,Female,Miami,78375.93,6,181.66,88.6,3.6,0.56,1168.05,1
CUST-11223,42,Female,Chicago,52762.03,11,78.87,54.7,3.4,0.53,875.35,1
CUST-11224,35,Male,San Francisco,53478.0,7,144.11,75.6,5.8,0.57,1055.44,1
CUST-11225,36,Female,Los Angeles,51404.3,9,98.35,89.5,5.8,0.71,840.74,1
CUST-11226,38,Female,Los Angeles,91524.71,5,238.5,86.3,2.7,0.52,1310.91,0
CUST-11227,36,Female,Chicago,25425.64,1,71.12,72.2,1.0,0.65,119.49,0
CUST-11228,49,Female,Phoenix,40820.31,4,92.16,69.0,4.8,0.6,476.15,0
CUST-11229,64,Male,Phoenix,83277.26,13,199.52,89.4,11.5,0.63,2459.33,1
CUST-11230,31,Female,Houston,47315.74,6,105.09,60.7,1.0,0.41,781.13,0
CUST-11231,21,Male,Austin,68303.65,9,166.85,52.0,1.0,0.35,1548.86,0
CUST-11232,36,Male,San Francisco,130595.07,9,289.13,81.4,6.5,0.33,2777.45,1
CUST-11233,68,Female,Boston,101568.26,8,292.9,53.8,3.1,0.41,2438.47,1
CUST-11234,28,Female,New York,58692.97,10,134.82,71.6,3.5,0.46,1350.18,1
CUST-11235,57,Female,New York,68521.84,5,90.57,43.9,1.2,0.39,583.19,0
CUST-11236,58,Female,Los Angeles,97943.29,11,127.63,77.3,10.2,0.38,1540.35,1
CUST-11237,31,Male,New York,116989.48,7,252.27,76.8,4.2,0.56,1879.08,1
CUST-11238,44,Female,Houston,49250.84,9,108.28,92.5,4.9,0.68,941.81,1
CUST-11239,57,Male,Houston,50107.9,5,67.46,52.0,3.5,0.46,534.46,0
CUST-11240,33,Female,Houston,58838.32,5,62.6,82.4,5.6,0.63,452.9,1
CUST-11241,35,Male,San Francisco,150229.98,6,324.91,57.3,0.6,0.19,2281.91,0
CUST-11242,31,Female,Austin,101629.92,10,171.48,40.1,3.1,0.46,1858.11,1
CUST-11243,25,Male,Seattle,95782.66,3,187.78,60.1,1.4,0.38,787.17,0
CUST-11244,30,Female,New York,42649.46,9,56.44,90.6,2.5,0.7,579.29,0
CUST-11245,23,Female,Los Angeles,54303.57,11,144.95,60.2,1.3,0.34,1624.83,0
CUST-11246,38,Male,Los Angeles,55749.21,5,83.06,73.0,4.5,0.5,553.04,1
CUST-11247,28,Female,New York,148649.6,8,375.63,92.5,1.2,0.3,3201.87,1
CUST-11248,40,Female,Houston,45673.54,9,128.78,86.5,6.1,0.63,1148.54,1
CUST-11249,19,Female,Houston,96319.7,6,218.57,71.9,0.5,0.37,1455.81,1
CUST-11250,41,Female,Los Angeles,46836.24,7,134.96,61.5,0.7,0.58,962.43,0
CUST-11251,48,Male,San Francisco,59339.49,7,128.4,87.5,6.0,0.54,1005.37,1
CUST-11252,18,Male,San Francisco,96490.45,7,222.52,68.2,0.5,0.35,1736.39,0
CUST-11253,42,Male,New York,160199.94,7,392.4,74.7,3.0,0.21,3114.02,1
CUST-11254,52,Male,Chicago,51169.64,10,153.64,63.1,7.7,0.58,1509.53,0
CUST-11255,23,Male,Boston,18050.66,8,57.36,63.3,1.3,0.55,493.25,0
CUST-11256,58,Female,Houston,23543.73,12,62.18,74.2,5.6,0.71,658.45,1
CUST-11257,43,Male,Los Angeles,72311.81,5,175.41,61.4,6.7,0.49,1008.83,1
CUST-11258,29,Male,Los Angeles,29802.99,9,49.57,,4.2,0.64,435.58,0
CUST-11259,37,Male,Los Angeles,40415.98,4,52.6,,4.0,0.54,282.24,0
CUST-11260,44,Female,New York,73590.82,7,118.32,63.7,8.3,0.42,973.35,1
CUST-11261,38,Female,Miami,18000.0,4,31.3,64.9,2.4,0.64,146.25,0
CUST-11262,44,Male,New York,60490.51,13,103.14,60.0,8.0,0.5,1381.47,1
CUST-11263,26,Female,Los Angeles,34799.48,9,93.88,63.9,2.3,0.58,897.64,0
CUST-11264,40,Male,New York,34562.16,8,65.01,87.0,5.8,0.71,512.83,1
CUST-11265,21,Other,Miami,34462.07,13,83.2,,1.1,0.62,987.35,1
CUST-11266,36,Female,New York,42851.68,8,50.08,50.1,2.1,0.41,498.03,0
CUST-11267,27,Male,Los Angeles,78786.9,5,116.36,68.1,1.6,0.47,720.26,0
CUST-11268,29,Female,Houston,93617.26,9,162.62,75.5,0.8,0.39,1614.6,1
CUST-11269,52,Female,Chicago,47409.44,7,91.77,83.8,10.0,0.71,687.02,1
CUST-11270,51,Male,Los Angeles,46244.56,10,92.6,94.4,11.2,0.63,1012.84,1
CUST-11271,45,Female,Los Angeles,50648.22,8,119.26,,4.7,0.45,1017.45,1
CUST-11272,24,Male,Miami,29572.88,7,45.28,63.7,1.2,0.55,348.81,0
CUST-11273,34,Male,Austin,31286.41,8,60.59,75.7,4.4,0.71,482.61,0
CUST-11274,52,Male,Los Angeles,27364.03,6,25.19,65.8,1.5,0.77,191.84,0
CUST-11275,39,Male,New York,37621.99,8,60.28,64.3,2.8,0.61,545.17,0
CUST-11276,65,Male,New York,165396.37,5,307.64,71.4,5.8,0.26,1820.33,1
CUST-11277,42,Female,San Francisco,53705.02,3,125.65,69.9,5.2,0.44,520.14,1
CUST-11278,40,Male,Houston,18000.0,8,60.62,59.1,4.5,0.63,457.92,0
CUST-11279,34,Male,Miami,38375.64,5,109.33,63.5,1.7,0.63,595.01,0
CUST-11280,39,Female,San Francisco,34243.94,10,47.58,74.1,4.8,0.67,490.04,1
CUST-11281,36,Female,Boston,66974.29,6,78.43,76.9,6.7,,642.05,1
CUST-11282,46,Other,Seattle,66102.82,4,143.05,48.2,0.8,0.37,698.95,0
CUST-11283,49,Female,Miami,52925.98,12,82.28,72.1,8.6,0.46,986.68,1
CUST-11284,28,Female,Chicago,55738.54,10,133.78,58.2,2.7,0.5,1339.98,1
CUST-11285,22,Female,Los Angeles,51710.02,3,104.39,71.9,1.5,0.49,432.29,0
CUST-11286,18,Female,Houston,24853.62,4,53.17,78.1,0.5,0.73,250.54,0
CUST-11287,44,Female,Houston,49581.83,5,153.51,78.3,6.7,0.44,766.11,1
CUST-11288,24,Male,Phoenix,81153.83,8,152.56,51.6,2.0,0.4,1353.65,0
CUST-11289,18,Male,New York,181124.72,4,409.91,70.7,0.5,0.0,2184.13,1
CUST-11290,42,Female,Phoenix,43288.57,10,48.72,61.3,5.9,0.65,551.22,1
CUST-11291,67,Male,Chicago,53315.65,14,105.67,49.8,8.0,0.43,1475.72,1
CUST-11292,37,Male,Phoenix,62620.82,10,198.9,92.2,3.6,0.6,1954.38,1
CUST-11293,48,Female,Los Angeles,131450.12,10,302.03,65.0,1.4,0.25,3227.83,1
CUST-11294,38,Female,Chicago,44606.81,7,73.32,53.9,2.7,0.74,582.39,0
CUST-11295,36,Male,Los Angeles,88087.65,3,198.87,,2.4,0.4,861.67,0
CUST-11296,49,Female,Seattle,44879.39,8,131.52,81.6,9.1,,1038.63,1
CUST-11297,34,Female,Houston,60695.89,8,104.28,70.5,5.9,0.59,902.45,1
CUST-11298,41,Female,Los Angeles,101221.25,5,189.6,68.8,2.5,0.33,1235.58,1
CUST-11299,41,Female,New York,38356.31,4,124.4,65.8,1.1,0.7,494.63,0
CUST-11300,29,Female,San Francisco,58331.64,12,154.27,56.3,4.4,0.31,1912.07,1
CUST-11301,49,Female,Los Angeles,100423.7,9,254.98,51.3,8.7,0.29,2396.58,1
CUST-11302,35,Male,Austin,81096.15,9,194.14,64.0,6.1,,1812.41,1
CUST-11303,28,Female,Houston,86394.54,6,181.57,57.9,1.0,0.37,1221.22,0
CUST-11304,44,Female,Los Angeles,95223.47,9,223.44,85.2,8.4,0.43,2023.02,1
CUST-11305,27,Female,Phoenix,41113.33,8,101.74,86.1,3.0,0.57,768.34,1
CUST-11306,38,Female,Los Angeles,187092.24,4,403.5,68.9,1.6,0.12,2182.71,0
CUST-11307,37,Male,Miami,55114.15,5,100.77,55.0,1.6,0.45,581.39,0
CUST-11308,51,Female,Los Angeles,18000.0,12,56.67,60.9,4.3,0.63,622.17,1
CUST-11309,43,Male,Austin,51747.79,4,112.42,48.8,2.6,0.53,525.5,0
CUST-11310,37,Male,Phoenix,38563.2,5,54.77,76.1,7.4,0.49,400.22,1
CUST-11311,47,Male,Seattle,100787.35,9,163.43,66.7,4.5,0.4,1574.52,0
CUST-11312,54,Male,New York,58367.35,13,173.9,100.0,11.1,0.65,2045.62,1
CUST-11313,44,Female,Los Angeles,107930.95,8,221.42,71.7,8.5,0.35,2060.17,1
CUST-11314,38,Male,San Francisco,100259.98,6,182.03,76.8,3.4,,1326.0,1
CUST-11315,22,Male,Phoenix,29572.33,7,34.47,72.6,1.3,0.63,261.87,0
CUST-11316,25,Female,New York,68180.78,8,98.99,52.4,0.7,0.49,941.73,0
CUST-11317,34,Male,Los Angeles,42276.86,7,121.94,66.0,2.8,0.64,833.94,0
CUST-11318,30,Male,Los Angeles,68332.53,8,75.03,63.0,4.7,0.5,752.31,1
CUST-11319,35,Male,Phoenix,32987.83,10,66.88,83.7,1.6,0.62,628.56,1
CUST-11320,38,Male,Los Angeles,64665.27,4,166.51,73.5,3.4,0.52,769.84,0
CUST-11321,44,Male,Los Angeles,54372.24,9,161.16,64.8,8.3,0.37,1501.93,1
CUST-11322,37,Male,Los Angeles,57736.82,6,81.53,84.0,5.2,0.64,550.18,0
CUST-11323,43,Female,Chicago,158619.0,13,269.95,87.4,6.5,0.29,3723.06,1
CUST-11324,38,Male,New York,61075.25,12,147.76,93.1,6.9,0.63,1687.75,1
CUST-11325,18,Male,Austin,22654.04,9,52.2,74.6,0.5,0.63,490.81,0
CUST-11326,26,Female,New York,121542.3,7,228.21,71.2,2.6,0.46,1793.19,1
CUST-11327,36,Male,Boston,107613.3,4,163.53,79.5,6.4,0.54,914.14,1
CUST-11328,23,Female,Chicago,21148.41,11,55.09,68.0,0.5,0.73,491.89,1
CUST-11329,45,Female,Chicago,40068.28,9,96.81,77.7,6.3,0.55,794.48,1
CUST-11330,56,Male,Los Angeles,77471.64,8,188.58,54.4,5.6,0.37,1598.43,1
CUST-11331,52,Female,Phoenix,63369.7,11,110.55,69.8,1.2,0.58,1271.54,0
CUST-11332,35,Male,San Francisco,75667.98,5,138.43,65.1,3.1,0.44,828.91,0
CUST-11333,55,Male,Chicago,57394.45,11,127.52,89.0,9.7,0.71,1291.46,1
CUST-11334,39,Female,New York,45743.76,7,91.12,74.5,7.8,0.48,625.07,1
CUST-11335,33,Male,Boston,19582.61,9,24.55,79.3,3.9,0.55,251.79,1
CUST-11336,30,Female,Austin,166053.26,5,363.96,90.0,4.2,0.39,2087.64,0
CUST-11337,34,Female,Chicago,35047.39,10,76.38,69.7,1.2,0.73,704.41,0
CUST-11338,33,Male,Phoenix,53257.42,6,111.18,73.9,1.7,0.53,717.48,0
CUST-11339,40,Female,Chicago,52541.9,13,115.98,88.2,8.6,0.72,1321.11,1
CUST-11340,39,Female,Los Angeles,97573.45,8,217.83,71.8,7.5,0.48,1815.37,1
CUST-11341,38,Other,New York,77462.81,6,143.46,51.1,2.3,0.43,1066.79,0
CUST-11342,43,Female,Chicago,61421.22,5,151.69,95.0,6.4,0.7,888.52,0
CUST-11343,52,Female,Miami,18000.0,10,24.99,69.0,5.3,0.59,323.53,0
CUST-11344,49,Male,New York,48215.46,9,140.45,84.8,6.1,0.56,1196.28,1
CUST-11345,20,Female,Phoenix,70753.41,5,126.92,83.3,0.8,0.54,826.87,0
CUST-11346,18,Male,Seattle,93946.21,7,237.48,57.8,0.5,0.43,1753.92,0
CUST-11347,49,Male,Los Angeles,38713.19,8,101.79,48.6,3.3,0.55,781.53,0
CUST-11348,21,Female,New York,33226.08,8,43.21,72.1,0.7,0.61,377.86,0
CUST-11349,35,Male,Miami,54830.2,7,78.11,63.9,2.3,0.5,669.01,0
CUST-11350,23,Female,Los Angeles,18000.0,4,47.48,58.4,1.7,0.65,184.77,0
CUST-11351,18,Male,New York,41182.45,5,84.52,39.6,0.5,0.53,495.0,0
CUST-11352,44,Female,Chicago,137155.51,7,396.47,89.2,9.9,0.44,2853.59,1
CUST-11353,47,Male,Chicago,117163.28,12,281.71,76.2,9.6,0.24,3583.57,1
CUST-11354,31,Male,Seattle,86402.18,7,195.92,,1.5,0.45,1494.46,1
CUST-11355,18,Male,Phoenix,56857.74,3,90.11,,0.5,0.53,384.8,0
CUST-11356,31,Female,Chicago,21454.82,8,18.86,73.3,2.9,0.77,156.72,0
CUST-11357,42,Male,Houston,35538.54,6,69.47,64.7,2.8,0.58,493.59,1
CUST-11358,20,Female,Austin,51417.09,6,125.84,55.4,0.6,0.33,866.98,0
CUST-11359,40,Male,New York,51041.67,10,111.94,96.6,8.6,0.69,1056.9,1
CUST-11360,37,Male,Los Angeles,52294.18,7,53.08,82.6,3.9,,450.41,1
CUST-11361,44,Male,Austin,114110.48,10,295.74,78.8,7.6,0.33,2980.0,1
CUST-11362,39,Male,Austin,45451.39,9,136.47,44.4,4.3,0.36,1257.51,1
CUST-11363,26,Female,New York,61675.07,8,98.31,78.1,1.5,0.53,880.76,0
CUST-11364,52,Female,New York,105859.73,8,249.43,39.6,10.9,0.19,2188.0,1
CUST-11365,36,Male,Chicago,27974.6,7,54.57,60.5,6.2,0.47,398.45,1
CUST-11366,37,Female,New York,48050.23,7,129.05,68.4,1.0,0.65,952.11,0
CUST-11367,26,Female,Phoenix,33717.7,8,50.46,62.3,1.3,0.59,443.47,0
CUST-11368,32,Male,New York,75199.56,4,158.1,81.7,3.1,0.54,775.88,0
CUST-11369,27,Male,New York,61551.13,10,174.16,62.5,1.5,0.37,1722.05,0
CUST-11370,35,Female,Houston,44004.02,8,65.19,67.8,5.4,0.53,559.35,1
CUST-11371,58,Male,Austin,42739.69,9,74.49,44.2,2.2,0.52,722.52,0
CUST-11372,21,Male,Chicago,33302.08,11,72.8,52.8,1.1,0.38,848.38,1
CUST-11373,18,Male,Los Angeles,84485.35,6,94.32,83.2,0.5,0.52,761.79,0
CUST-11374,55,Female,Austin,50332.59,5,71.48,74.4,4.6,0.62,426.42,0
CUST-11375,35,Male,Houston,70137.73,5,144.87,66.6,2.7,0.51,857.02,0
CUST-11376,29,Male,Chicago,32629.64,6,48.06,52.7,1.2,0.58,317.41,0
CUST-11377,50,Male,Chicago,40789.06,8,86.36,56.8,3.6,0.51,704.01,1
CUST-11378,30,Male,New York,65480.85,8,138.23,54.0,3.6,0.37,1210.99,1
CUST-11379,59,Male,Houston,48280.02,5,28.81,67.1,6.0,0.4,302.37,1
CUST-11380,46,Female,Chicago,82948.44,9,188.21,86.1,7.9,0.63,1748.99,1
CUST-11381,32,Male,Los Angeles,50237.01,7,137.95,60.3,3.1,0.54,1079.59,0
CUST-11382,63,Female,New York,106242.1,10,249.47,39.1,2.6,0.14,2710.14,1
CUST-11383,30,Male,Los Angeles,75149.44,7,172.86,65.7,2.6,0.45,1350.43,0
CUST-11384,46,Female,Houston,48789.99,8,91.83,66.9,8.6,0.52,808.1,1
CUST-11385,41,Female,New York,45453.96,10,59.21,59.0,3.1,0.58,597.13,0
CUST-11386,53,Male,New York,106781.74,13,283.8,86.4,9.2,0.42,3619.43,1
CUST-11387,56,Female,Boston,40910.94,8,108.83,51.1,3.4,0.44,935.93,1
CUST-11388,38,Female,Houston,50922.82,4,80.5,63.4,1.5,0.63,427.28,0
CUST-11389,28,Female,New York,71191.9,8,187.37,69.2,1.8,0.51,1558.53,1
CUST-11390,43,Male,San Francisco,68386.09,14,119.56,70.2,4.2,0.63,1611.06,1
CUST-11391,29,Other,New York,60201.03,4,65.71,64.2,3.5,0.46,399.69,0
CUST-11392,62,Female,San Francisco,50283.58,4,59.77,70.5,7.2,0.66,330.93,1
CUST-11393,39,Female,San Francisco,33792.83,8,73.74,57.1,1.1,0.53,563.04,0
CUST-11394,33,Female,Phoenix,98374.99,6,251.18,62.4,4.0,0.34,1735.68,0
CUST-11395,40,Male,San Francisco,59314.58,9,113.83,75.5,4.4,0.53,1024.98,1
CUST-11396,21,Female,New York,68600.05,8,141.66,58.9,0.7,0.5,1246.16,0
CUST-11397,26,Female,San Francisco,70923.6,7,118.99,81.8,2.7,0.55,960.01,0
CUST-11398,52,Female,New York,126488.51,4,194.02,53.3,2.5,0.26,1109.78,0
CUST-11399,30,Male,Los Angeles,163793.06,5,280.32,72.1,4.4,0.06,1908.25,1
CUST-11400,25,Female,Boston,70420.89,6,142.15,47.0,1.3,0.34,1006.01,1
CUST-11401,44,Male,Houston,47581.79,11,65.32,62.7,5.1,0.65,736.95,1
CUST-11402,52,Female,Austin,33981.84,9,62.29,69.7,12.7,0.71,551.66,1
CUST-11403,46,Male,New York,35536.31,7,94.64,,8.6,0.58,713.26,1
CUST-11404,49,Male,Chicago,23430.71,6,73.98,40.8,1.4,0.6,394.46,0
CUST-11405,28,Female,New York,49127.89,3,58.48,80.8,2.5,0.6,222.48,1
CUST-11406,20,Male,Phoenix,18000.0,9,51.45,77.8,0.6,0.67,462.34,1
CUST-11407,56,Female,New York,125432.06,12,253.36,62.1,7.9,0.2,3259.5,1
CUST-11408,34,Female,New York,90368.65,8,82.74,61.5,4.9,0.24,915.51,1
CUST-11409,34,Male,Los Angeles,54936.96,6,117.61,61.9,3.4,0.43,757.95,0
CUST-11410,53,Male,San Francisco,132080.15,8,216.96,48.0,1.5,0.19,2030.36,1
CUST-11411,44,Female,New York,42809.98,10,62.39,71.2,5.7,0.59,696.64,1
CUST-11412,43,Male,Seattle,44943.12,6,79.34,53.2,0.7,0.59,534.25,0
CUST-11413,63,Female,New York,27811.59,9,74.79,64.2,5.6,0.63,623.61,0
CUST-11414,30,Female,New York,107719.02,8,168.6,66.2,2.6,0.28,1480.52,1
CUST-11415,49,Male,Chicago,37934.62,8,77.39,90.4,8.2,0.6,686.82,1
CUST-11416,38,Male,Austin,60063.52,5,162.62,78.7,4.3,0.65,869.96,1
CUST-11417,41,Male,New York,120739.76,13,171.97,54.3,1.8,0.32,2437.57,0
CUST-11418,56,Female,New York,145151.02,10,416.8,93.7,14.0,0.32,4301.64,1
CUST-11419,44,Male,San Francisco,74749.59,9,102.93,64.2,6.9,0.5,991.15,0
CUST-11420,44,Male,Los Angeles,75499.45,10,124.24,54.0,3.6,0.48,1301.4,0
CUST-11421,50,Female,San Francisco,48269.11,8,112.67,91.1,12.4,0.51,898.27,1
CUST-11422,33,Female,Los Angeles,144559.81,9,413.02,88.8,5.4,0.26,3902.5,1
CUST-11423,27,Male,Chicago,52350.4,8,110.38,74.3,0.9,0.52,855.68,0
CUST-11424,25,Male,Los Angeles,64854.68,6,103.06,76.1,2.0,0.45,704.41,0
CUST-11425,18,Female,Chicago,46414.33,8,105.24,85.3,0.5,0.59,905.92,1
CUST-11426,62,Female,Miami,93744.77,6,208.67,62.6,3.3,0.42,1358.16,1
CUST-11427,24,Female,Miami,56868.89,7,153.67,65.7,0.9,0.48,1102.14,0
CUST-11428,35,Female,Houston,75295.38,10,121.09,72.6,4.1,0.57,1285.71,1
CUST-11429,34,Female,Boston,77598.29,7,77.41,56.6,2.4,0.38,759.47,1
CUST-11430,41,Female,Los Angeles,55801.57,7,143.45,76.3,7.8,0.57,1067.7,1
CUST-11431,47,Female,Los Angeles,99160.62,3,169.81,,1.6,0.34,781.0,0
CUST-11432,48,Female,Phoenix,57947.78,11,141.12,79.1,11.0,0.55,1491.85,1
CUST-11433,31,Female,Phoenix,30156.32,8,53.08,82.9,4.5,0.64,428.82,1
CUST-11434,35,Male,New York,44600.44,7,135.21,99.2,5.2,0.68,917.4,0
CUST-11435,41,Male,Phoenix,52525.44,7,127.09,50.5,2.8,0.37,996.27,1
CUST-11436,35,Female,Chicago,89547.02,12,149.43,59.7,5.0,0.25,1910.12,1
CUST-11437,57,Male,San Francisco,172160.51,11,196.98,88.9,6.9,0.09,2669.27,1
CUST-11438,43,Female,Miami,21164.91,8,47.26,100.0,6.5,0.83,307.56,1
CUST-11439,46,Male,Houston,52132.12,8,129.09,56.5,3.8,0.46,1070.31,1
CUST-11440,45,Female,New York,93426.32,8,166.53,75.0,9.1,0.48,1413.98,1
CUST-11441,52,Male,Phoenix,56527.02,13,132.29,68.4,1.0,0.49,1690.71,1
CUST-11442,40,Female,San Francisco,125634.95,10,251.04,93.1,6.2,0.38,2664.48,1
CUST-11443,22,Female,Los Angeles,86467.94,10,192.65,74.0,1.4,0.52,1905.66,0
CUST-11444,42,Male,Chicago,34753.66,6,69.69,76.0,6.4,0.73,482.47,0
CUST-11445,30,Female,Austin,35879.25,14,110.37,48.6,1.3,0.59,1414.78,1
CUST-11446,31,Male,Los Angeles,72837.73,3,92.7,60.9,1.8,0.41,424.47,0
CUST-11447,45,Male,Los Angeles,102233.5,5,241.14,63.4,5.8,0.19,1406.23,1
CUST-11448,52,Male,Los Angeles,66934.56,9,127.57,64.9,4.8,0.36,1268.24,1
CUST-11449,38,Male,Houston,23382.43,6,20.53,73.9,0.5,0.68,150.86,0
CUST-11450,41,Other,Boston,38512.41,5,39.97,67.6,0.9,0.53,283.16,0
CUST-11451,58,Male,Phoenix,68899.03,11,123.47,78.1,11.6,0.43,1438.33,1
CUST-11452,40,Female,Los Angeles,52335.98,5,62.2,49.2,1.2,0.51,365.35,0
CUST-11453,69,Male,Phoenix,51720.95,10,161.1,87.3,14.0,,1420.06,1
CUST-11454,44,Female,Phoenix,83062.49,8,172.95,62.6,4.9,0.42,1503.31,1
CUST-11455,18,Male,Phoenix,26729.82,11,98.46,80.6,0.5,0.6,995.76,1
CUST-11456,47,Female,New York,59455.49,9,124.36,62.3,1.9,0.48,1176.24,1
CUST-11457,42,Female,Phoenix,37541.53,10,85.54,93.9,8.9,0.61,817.07,1
CUST-11458,53,Female,Chicago,67947.55,8,156.39,69.5,1.0,0.5,1308.18,0
CUST-11459,46,Male,New York,107640.12,8,191.98,71.2,1.0,0.45,1711.21,0
CUST-11460,36,Female,Houston,24552.6,2,55.02,71.8,0.9,0.67,105.97,0
CUST-11461,23,Male,Austin,59429.26,7,133.71,58.4,0.7,0.47,1057.43,0
CUST-11462,35,Male,Los Angeles,96223.27,8,211.68,62.9,3.6,0.4,1882.76,0
CUST-11463,27,Male,Austin,23574.41,7,40.43,68.1,2.9,0.54,283.81,0
CUST-11464,31,Male,New York,70820.82,6,89.97,63.7,1.8,0.52,692.47,0
CUST-11465,45,Male,San Francisco,41298.44,11,97.83,74.5,8.2,0.6,1037.8,1
CUST-11466,58,Female,New York,53067.56,10,150.01,89.3,11.7,0.65,1448.86,1
CUST-11467,42,Male,Los Angeles,18000.0,8,38.44,98.4,8.8,0.83,294.4,1
CUST-11468,23,Male,Houston,103267.06,4,270.95,58.6,0.7,0.31,1339.13,0
CUST-11469,43,Male,Phoenix,40811.73,8,77.71,70.4,1.8,0.63,603.74,0
CUST-11470,52,Female,Miami,34375.89,6,116.33,68.4,2.1,0.65,641.0,0
CUST-11471,30,Female,Phoenix,57455.9,9,119.86,60.7,2.0,0.5,1066.47,0
CUST-11472,36,Male,Phoenix,28954.6,10,58.8,62.5,3.8,0.72,572.94,0
CUST-11473,38,Female,Boston,36816.42,7,98.08,76.4,4.0,0.53,646.41,0
CUST-11474,28,Female,Chicago,121049.49,2,261.51,58.5,1.4,0.32,819.52,0
CUST-11475,45,Male,Los Angeles,153905.41,8,380.37,87.0,6.9,0.16,3391.07,1
CUST-11476,36,Female,New York,54397.46,14,141.84,66.5,2.8,0.48,1862.4,1
CUST-11477,43,Female,Chicago,97000.12,8,127.1,80.4,4.0,0.44,1250.66,1
CUST-11478,27,Female,San Francisco,90625.64,9,190.25,89.8,0.8,0.44,1806.01,0
CUST-11479,32,Male,New York,36069.0,14,104.26,74.9,3.5,0.68,1330.32,1
