loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,disbursement_date,collateral_type,collateral_value,loan_purpose,origination_channel
LN-201662,CUST-101662,Home Loan,430561.85,8.61,180,2021-04-06,Residential Property,670071.33,Refinancing,Digital Portal
LN-201663,CUST-101663,Personal Loan,10726.36,17.43,12,2021-03-16,None,0.0,Debt Consolidation,Digital Portal
LN-201664,CUST-101664,Business Loan,66934.97,11.69,24,2022-12-07,Equipment,94145.84,Business Expansion,Branch Network
LN-201665,CUST-101665,Home Loan,586026.2,8.07,180,2023-07-27,Residential Property,820181.71,Home Construction,Branch Network
LN-201666,CUST-101666,Personal Loan,13208.69,14.75,36,2023-05-16,None,0.0,Wedding/Travel,Digital Portal
LN-201667,CUST-101667,Business Loan,45649.46,12.63,60,2022-10-13,Inventory,68221.17,Business Expansion,Digital Portal
LN-201668,CUST-101668,Business Loan,86047.31,16.83,24,2023-12-06,None,0.0,Working Capital,Branch Network
LN-201669,CUST-101669,Home Loan,249033.9,8.08,240,2021-03-14,Residential Property,342753.1,Refinancing,Branch Network
LN-201670,CUST-101670,Home Loan,578420.23,6.6,360,2023-01-12,Residential Property,811163.21,Home Construction,Digital Portal
LN-201671,CUST-101671,Home Loan,261804.59,6.66,180,2021-05-11,Residential Property,391768.85,Home Purchase,Digital Portal
LN-201672,CUST-101672,Auto Loan,45923.3,8.45,36,2023-10-29,Vehicle,51556.48,New Car,Mobile App
LN-201673,CUST-101673,Home Loan,73650.18,7.88,360,2023-08-04,Residential Property,108093.43,Home Construction,DSA / Direct Selling Agent
LN-201674,CUST-101674,Education Loan,54973.91,10.82,120,2022-03-12,Third Party Guarantee,54973.91,Higher Studies Abroad,DSA / Direct Selling Agent
LN-201675,CUST-101675,Auto Loan,21500.9,11.62,72,2021-02-06,Vehicle,26705.28,New Car,Digital Portal
LN-201676,CUST-101676,Personal Loan,5385.45,16.26,60,2021-06-07,None,0.0,Home Improvement,Branch Network
LN-201677,CUST-101677,Personal Loan,18726.43,12.93,48,2023-11-24,None,,Medical Emergency,Mobile App
LN-201678,CUST-101678,Personal Loan,15606.56,14.14,24,2023-12-08,None,,Wedding/Travel,Digital Portal
LN-201679,CUST-101679,Personal Loan,8140.98,20.97,12,2021-02-02,None,0.0,Wedding/Travel,Digital Portal
LN-201680,CUST-101680,Home Loan,214072.78,7.04,240,2022-03-28,Residential Property,331215.17,Refinancing,DSA / Direct Selling Agent
LN-201681,CUST-101681,Personal Loan,12326.64,14.78,24,2023-02-17,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-201682,CUST-101682,Education Loan,15719.64,11.2,120,2021-09-30,None,0.0,Professional Certification,Branch Network
LN-201683,CUST-101683,Auto Loan,27927.09,8.0,36,2023-03-24,Vehicle,29968.85,Used Car,Branch Network
LN-201684,CUST-101684,Auto Loan,60190.56,7.14,60,2023-06-24,Vehicle,77374.09,Used Car,DSA / Direct Selling Agent
LN-201685,CUST-101685,Personal Loan,14920.39,14.72,48,2022-11-12,None,0.0,Wedding/Travel,Digital Portal
LN-201686,CUST-101686,Home Loan,245843.8,8.23,240,2021-06-13,Residential Property,302664.08,Refinancing,Branch Network
LN-201687,CUST-101687,Auto Loan,13174.27,12.07,60,2021-03-03,Vehicle,13879.71,Used Car,Digital Portal
LN-201688,CUST-101688,Auto Loan,44966.74,9.43,72,2023-08-17,Vehicle,50169.42,Commercial Vehicle,Digital Portal
LN-201689,CUST-101689,Business Loan,37487.89,15.33,36,2023-09-29,None,,Equipment Purchase,Mobile App
LN-201690,CUST-101690,Auto Loan,20846.76,9.53,48,2021-11-12,Vehicle,24078.93,Commercial Vehicle,Digital Portal
LN-201691,CUST-101691,Auto Loan,51056.6,9.27,48,2021-05-14,Vehicle,65765.71,Commercial Vehicle,Digital Portal
LN-201692,CUST-101692,Business Loan,33161.62,14.43,24,2021-05-15,Inventory,48371.6,Equipment Purchase,Branch Network
LN-201693,CUST-101693,Auto Loan,19773.85,10.01,72,2021-12-28,Vehicle,22809.4,Used Car,Mobile App
LN-201694,CUST-101694,Personal Loan,16148.35,16.18,36,2022-10-22,None,0.0,Medical Emergency,Digital Portal
LN-201695,CUST-101695,Personal Loan,18769.26,16.96,60,2023-09-01,None,0.0,Debt Consolidation,Branch Network
LN-201696,CUST-101696,Personal Loan,17117.84,19.33,48,2022-04-10,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-201697,CUST-101697,Home Loan,572055.69,8.23,180,2023-10-09,Residential Property,914228.11,Home Purchase,Branch Network
LN-201698,CUST-101698,Business Loan,33613.83,16.16,24,2023-11-28,None,0.0,Equipment Purchase,Digital Portal
LN-201699,CUST-101699,Personal Loan,17798.46,14.0,48,2022-06-22,None,,Medical Emergency,Mobile App
LN-201700,CUST-101700,Home Loan,163883.67,6.94,360,2022-08-24,Residential Property,232818.91,Home Purchase,DSA / Direct Selling Agent
LN-201701,CUST-101701,Personal Loan,20374.25,12.35,48,2022-02-12,None,0.0,Home Improvement,Branch Network
LN-201702,CUST-101702,Personal Loan,26859.8,18.52,48,2022-04-17,None,,Medical Emergency,Branch Network
LN-201703,CUST-101703,Personal Loan,8546.98,17.64,36,2022-07-20,None,0.0,Wedding/Travel,Digital Portal
LN-201704,CUST-101704,Auto Loan,59660.65,11.38,48,2023-01-23,Vehicle,62705.69,Used Car,Digital Portal
LN-201705,CUST-101705,Auto Loan,16574.81,10.66,84,2022-12-06,Vehicle,20801.53,Commercial Vehicle,Branch Network
LN-201706,CUST-101706,Home Loan,226684.84,7.63,360,2021-10-13,Residential Property,293949.58,Home Construction,Branch Network
LN-201707,CUST-101707,Home Loan,125027.9,8.87,360,2023-11-17,Residential Property,156478.44,Refinancing,Branch Network
LN-201708,CUST-101708,Personal Loan,29940.17,15.85,36,2023-04-30,None,0.0,Debt Consolidation,Tele-Sales
LN-201709,CUST-101709,Home Loan,176206.56,8.2,180,2022-11-27,Residential Property,255953.49,Home Construction,Digital Portal
LN-201710,CUST-101710,Home Loan,219346.83,7.03,240,2021-08-12,Residential Property,346453.95,Home Purchase,DSA / Direct Selling Agent
LN-201711,CUST-101711,Personal Loan,3574.16,12.77,60,2022-12-30,None,0.0,Debt Consolidation,Branch Network
LN-201712,CUST-101712,Business Loan,12346.7,18.25,24,2021-03-19,None,0.0,Working Capital,Branch Network
LN-201713,CUST-101713,Personal Loan,7830.28,16.92,36,2023-04-08,None,0.0,Debt Consolidation,Digital Portal
LN-201714,CUST-101714,Personal Loan,3709.27,15.49,60,2023-06-28,None,0.0,Debt Consolidation,Branch Network
LN-201715,CUST-101715,Personal Loan,32862.6,15.23,36,2022-10-14,None,0.0,Medical Emergency,Digital Portal
LN-201716,CUST-101716,Home Loan,187688.39,8.54,180,2022-01-03,Residential Property,233554.29,Refinancing,Mobile App
LN-201717,CUST-101717,Auto Loan,9589.5,9.41,48,2021-10-23,Vehicle,10291.4,Used Car,Digital Portal
LN-201718,CUST-101718,Personal Loan,13254.18,14.66,12,2021-12-15,None,0.0,Home Improvement,Branch Network
LN-201719,CUST-101719,Personal Loan,18308.57,17.44,12,2023-06-27,None,0.0,Debt Consolidation,Digital Portal
LN-201720,CUST-101720,Personal Loan,16884.41,15.09,48,2021-03-13,None,0.0,Debt Consolidation,Mobile App
LN-201721,CUST-101721,Personal Loan,3375.19,13.83,60,2022-01-04,None,0.0,Medical Emergency,Digital Portal
LN-201722,CUST-101722,Auto Loan,28230.64,9.31,84,2022-03-07,Vehicle,33876.71,New Car,DSA / Direct Selling Agent
LN-201723,CUST-101723,Education Loan,43645.13,11.34,60,2022-06-05,Third Party Guarantee,43645.13,Professional Certification,Digital Portal
LN-201724,CUST-101724,Home Loan,134825.01,6.37,300,2022-11-08,Residential Property,167980.55,Home Purchase,Digital Portal
LN-201725,CUST-101725,Education Loan,19699.55,7.64,60,2022-11-21,None,0.0,Domestic Degree,Branch Network
LN-201726,CUST-101726,Personal Loan,38269.49,15.36,60,2021-12-20,None,0.0,Wedding/Travel,Mobile App
LN-201727,CUST-101727,Personal Loan,5929.32,18.17,48,2022-03-26,None,0.0,Debt Consolidation,Digital Portal
LN-201728,CUST-101728,Home Loan,43122.15,9.68,300,2021-06-12,Residential Property,68337.76,Home Purchase,Branch Network
LN-201729,CUST-101729,Business Loan,109442.63,12.68,36,2021-04-03,None,0.0,Business Expansion,Digital Portal
LN-201730,CUST-101730,Auto Loan,9627.17,11.66,60,2021-08-11,Vehicle,11607.75,Commercial Vehicle,Digital Portal
LN-201731,CUST-101731,Education Loan,23980.45,9.8,48,2021-03-04,None,0.0,Higher Studies Abroad,DSA / Direct Selling Agent
LN-201732,CUST-101732,Auto Loan,17397.78,9.37,72,2021-10-09,Vehicle,19544.12,Commercial Vehicle,Branch Network
LN-201733,CUST-101733,Home Loan,180926.68,7.22,180,2021-01-11,Residential Property,230131.81,Home Construction,Digital Portal
LN-201734,CUST-101734,Personal Loan,9878.85,14.13,24,2021-06-11,None,0.0,Wedding/Travel,Branch Network
LN-201735,CUST-101735,Home Loan,184691.3,6.56,300,2023-12-10,Residential Property,272478.21,Refinancing,Digital Portal
LN-201736,CUST-101736,Personal Loan,16855.81,19.77,24,2023-11-22,None,0.0,Medical Emergency,Mobile App
LN-201737,CUST-101737,Auto Loan,47498.4,10.76,36,2021-11-29,Vehicle,56534.48,Commercial Vehicle,Digital Portal
LN-201738,CUST-101738,Personal Loan,21591.38,21.44,12,2023-08-15,None,0.0,Home Improvement,Digital Portal
LN-201739,CUST-101739,Auto Loan,39287.75,10.77,48,2021-09-07,Vehicle,43188.26,Used Car,Digital Portal
LN-201740,CUST-101740,Auto Loan,74415.58,8.8,36,2023-08-18,Vehicle,86559.93,Commercial Vehicle,Branch Network
LN-201741,CUST-101741,Home Loan,205975.44,8.1,300,2022-08-06,Residential Property,248640.07,Refinancing,Branch Network
LN-201742,CUST-101742,Home Loan,216232.12,6.56,360,2021-02-18,Residential Property,262679.49,Refinancing,DSA / Direct Selling Agent
LN-201743,CUST-101743,Personal Loan,4447.45,18.29,12,2021-08-13,None,0.0,Home Improvement,DSA / Direct Selling Agent
LN-201744,CUST-101744,Home Loan,102892.74,8.05,300,2023-11-13,Residential Property,136525.89,Home Construction,Tele-Sales
LN-201745,CUST-101745,Personal Loan,12842.22,16.81,60,2023-06-01,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-201746,CUST-101746,Home Loan,40658.13,8.44,180,2021-07-21,Residential Property,62500.91,Refinancing,Branch Network
LN-201747,CUST-101747,Auto Loan,28440.86,10.49,48,2021-08-07,Vehicle,30610.44,Used Car,Branch Network
LN-201748,CUST-101748,Auto Loan,58455.2,8.36,36,2022-02-14,Vehicle,64171.53,Used Car,Branch Network
LN-201749,CUST-101749,Auto Loan,47253.5,7.17,36,2022-11-14,Vehicle,52683.97,New Car,Digital Portal
LN-201750,CUST-101750,Personal Loan,3839.97,13.89,36,2023-05-30,None,0.0,Home Improvement,Digital Portal
LN-201751,CUST-101751,Business Loan,67474.5,10.81,60,2021-01-13,Commercial Property,77630.46,Working Capital,Digital Portal
LN-201752,CUST-101752,Home Loan,101719.28,9.76,360,2023-06-16,Residential Property,147977.29,Refinancing,Mobile App
LN-201753,CUST-101753,Home Loan,180544.32,8.28,360,2021-11-27,Residential Property,287162.93,Home Construction,DSA / Direct Selling Agent
LN-201754,CUST-101754,Education Loan,43789.44,8.03,84,2022-01-10,Third Party Guarantee,43789.44,Domestic Degree,Digital Portal
LN-201755,CUST-101755,Personal Loan,14430.16,19.09,24,2022-12-04,None,0.0,Medical Emergency,Digital Portal
LN-201756,CUST-101756,Personal Loan,5596.07,15.41,24,2023-11-19,None,0.0,Home Improvement,Digital Portal
LN-201757,CUST-101757,Auto Loan,26275.05,8.29,48,2021-07-16,Vehicle,32935.74,Commercial Vehicle,Mobile App
LN-201758,CUST-101758,Business Loan,98938.99,16.54,60,2021-03-23,Equipment,142385.35,Working Capital,Digital Portal
LN-201759,CUST-101759,Business Loan,74376.44,12.45,60,2022-04-21,Equipment,105020.16,Working Capital,Branch Network
LN-201760,CUST-101760,Personal Loan,4061.25,20.42,60,2022-07-20,None,0.0,Medical Emergency,Branch Network
LN-201761,CUST-101761,Auto Loan,23340.95,11.11,48,2023-03-17,Vehicle,24604.79,Used Car,Branch Network
LN-201762,CUST-101762,Home Loan,162863.81,7.74,360,2022-05-29,Residential Property,218364.99,Home Purchase,Digital Portal
LN-201763,CUST-101763,Home Loan,187830.04,7.52,240,2022-03-05,Residential Property,255218.06,Home Construction,Digital Portal
LN-201764,CUST-101764,Personal Loan,4966.81,15.45,12,2022-02-12,None,0.0,Medical Emergency,Mobile App
LN-201765,CUST-101765,Auto Loan,19785.41,10.62,60,2023-07-11,Vehicle,21711.76,New Car,Branch Network
LN-201766,CUST-101766,Personal Loan,22593.82,17.32,48,2021-04-04,None,0.0,Medical Emergency,Tele-Sales
LN-201767,CUST-101767,Personal Loan,9771.56,23.39,24,2023-06-29,None,0.0,Medical Emergency,Digital Portal
LN-201768,CUST-101768,Personal Loan,1880.13,17.57,12,2021-03-09,None,,Medical Emergency,Mobile App
LN-201769,CUST-101769,Business Loan,164784.46,14.49,60,2023-03-04,None,0.0,Business Expansion,Mobile App
LN-201770,CUST-101770,Home Loan,362581.63,8.25,300,2022-12-12,Residential Property,506914.01,Home Purchase,DSA / Direct Selling Agent
LN-201771,CUST-101771,Auto Loan,35857.99,9.34,84,2023-11-18,Vehicle,40232.47,New Car,Digital Portal
LN-201772,CUST-101772,Home Loan,376458.07,7.1,360,2022-06-11,Residential Property,563044.35,Refinancing,Tele-Sales
LN-201773,CUST-101773,Auto Loan,33906.75,8.75,48,2023-08-17,Vehicle,38417.66,Used Car,Digital Portal
LN-201774,CUST-101774,Personal Loan,3471.19,16.33,36,2023-07-11,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-201775,CUST-101775,Personal Loan,7808.42,13.56,12,2023-01-08,None,0.0,Wedding/Travel,Branch Network
LN-201776,CUST-101776,Home Loan,71156.79,8.35,240,2021-04-21,Residential Property,98838.72,Home Purchase,Tele-Sales
LN-201777,CUST-101777,Home Loan,87160.44,9.17,240,2021-09-22,Residential Property,122905.6,Home Purchase,Branch Network
LN-201778,CUST-101778,Personal Loan,31684.49,12.8,36,2023-01-13,None,0.0,Home Improvement,DSA / Direct Selling Agent
LN-201779,CUST-101779,Auto Loan,32899.36,10.37,72,2023-12-07,Vehicle,36629.63,Used Car,Tele-Sales
LN-201780,CUST-101780,Personal Loan,6599.21,19.99,60,2023-04-10,None,0.0,Home Improvement,Branch Network
LN-201781,CUST-101781,Personal Loan,6753.06,18.58,12,2022-03-26,None,,Debt Consolidation,Digital Portal
LN-201782,CUST-101782,Business Loan,218378.42,13.83,36,2021-10-16,Inventory,283702.58,Working Capital,Branch Network
LN-201783,CUST-101783,Personal Loan,11761.86,16.58,24,2023-05-16,None,0.0,Medical Emergency,Branch Network
LN-201784,CUST-101784,Home Loan,202334.13,7.45,300,2023-04-08,Residential Property,313791.42,Refinancing,Tele-Sales
LN-201785,CUST-101785,Personal Loan,23265.6,22.73,60,2022-10-20,None,0.0,Debt Consolidation,Digital Portal
LN-201786,CUST-101786,Auto Loan,37860.11,10.81,72,2022-03-27,Vehicle,45329.41,Used Car,Digital Portal
LN-201787,CUST-101787,Education Loan,12877.0,10.0,84,2022-07-21,Third Party Guarantee,12877.0,Domestic Degree,DSA / Direct Selling Agent
LN-201788,CUST-101788,Business Loan,72662.07,14.85,48,2023-09-25,Inventory,83130.95,Working Capital,Mobile App
LN-201789,CUST-101789,Home Loan,171032.04,7.3,240,2022-12-11,Residential Property,241031.09,Home Construction,Digital Portal
LN-201790,CUST-101790,Personal Loan,27579.85,15.39,36,2021-08-28,None,0.0,Medical Emergency,Digital Portal
LN-201791,CUST-101791,Home Loan,157016.58,6.14,300,2021-12-16,Residential Property,240264.92,Home Purchase,Tele-Sales
LN-201792,CUST-101792,Education Loan,23322.15,10.08,48,2021-08-04,Third Party Guarantee,23322.15,Domestic Degree,Digital Portal
LN-201793,CUST-101793,Education Loan,16523.73,10.96,60,2023-09-20,Third Party Guarantee,16523.73,Professional Certification,Digital Portal
LN-201794,CUST-101794,Auto Loan,12930.15,8.28,84,2023-10-02,Vehicle,16544.96,Used Car,Branch Network
LN-201795,CUST-101795,Personal Loan,8217.02,16.64,48,2021-12-06,None,,Home Improvement,Digital Portal
LN-201796,CUST-101796,Personal Loan,36454.02,19.36,36,2021-03-06,None,,Wedding/Travel,Branch Network
LN-201797,CUST-101797,Home Loan,332932.75,8.72,240,2021-12-10,Residential Property,490519.31,Home Purchase,Digital Portal
LN-201798,CUST-101798,Auto Loan,28227.82,7.98,60,2023-09-20,Vehicle,30243.27,Commercial Vehicle,Digital Portal
LN-201799,CUST-101799,Home Loan,357519.47,6.76,360,2021-11-24,Residential Property,442758.16,Refinancing,Digital Portal
LN-201800,CUST-101800,Education Loan,31928.23,10.81,84,2022-08-19,None,0.0,Domestic Degree,Branch Network
LN-201801,CUST-101801,Home Loan,339227.55,6.92,180,2022-12-17,Residential Property,530899.02,Home Purchase,Digital Portal
LN-201802,CUST-101802,Home Loan,339413.38,8.15,300,2022-12-15,Residential Property,514093.44,Refinancing,Digital Portal
LN-201803,CUST-101803,Education Loan,18909.24,10.44,84,2023-06-08,Third Party Guarantee,18909.24,Domestic Degree,Digital Portal
LN-201804,CUST-101804,Home Loan,154830.95,7.82,360,2023-06-29,Residential Property,237770.68,Home Purchase,Digital Portal
LN-201805,CUST-101805,Home Loan,212972.96,8.27,300,2023-11-04,Residential Property,306198.86,Home Construction,Branch Network
LN-201806,CUST-101806,Auto Loan,56435.57,12.09,36,2021-12-06,Vehicle,69704.61,Commercial Vehicle,Mobile App
LN-201807,CUST-101807,Auto Loan,47838.74,10.67,84,2022-03-02,Vehicle,51954.69,Commercial Vehicle,Mobile App
LN-201808,CUST-101808,Personal Loan,8046.9,19.27,24,2021-03-19,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-201809,CUST-101809,Personal Loan,17691.43,21.5,48,2021-09-26,None,0.0,Debt Consolidation,Mobile App
LN-201810,CUST-101810,Personal Loan,3001.32,17.74,12,2022-07-27,None,0.0,Medical Emergency,Mobile App
LN-201811,CUST-101811,Auto Loan,17455.69,8.19,84,2021-04-22,Vehicle,20265.26,New Car,Branch Network
LN-201812,CUST-101812,Personal Loan,8758.22,18.79,24,2021-04-19,None,0.0,Debt Consolidation,Mobile App
LN-201813,CUST-101813,Personal Loan,23228.61,19.42,48,2022-08-20,None,0.0,Medical Emergency,Digital Portal
LN-201814,CUST-101814,Auto Loan,30851.65,7.68,48,2023-05-15,Vehicle,33711.41,Commercial Vehicle,Branch Network
LN-201815,CUST-101815,Home Loan,234245.02,7.39,300,2022-05-25,Residential Property,343640.77,Refinancing,Branch Network
LN-201816,CUST-101816,Auto Loan,27017.24,9.5,36,2023-11-02,Vehicle,31501.86,Used Car,DSA / Direct Selling Agent
LN-201817,CUST-101817,Home Loan,176203.55,6.29,360,2023-10-04,Residential Property,212220.93,Home Construction,Digital Portal
LN-201818,CUST-101818,Personal Loan,18655.51,18.91,48,2023-12-05,None,0.0,Medical Emergency,Digital Portal
LN-201819,CUST-101819,Auto Loan,24366.33,8.07,72,2021-09-27,Vehicle,27271.43,New Car,Branch Network
LN-201820,CUST-101820,Personal Loan,26581.68,17.24,36,2022-10-22,None,0.0,Home Improvement,Mobile App
LN-201821,CUST-101821,Personal Loan,9456.38,14.3,60,2023-04-13,None,0.0,Wedding/Travel,Branch Network
LN-201822,CUST-101822,Auto Loan,21511.56,8.84,60,2023-12-04,Vehicle,27553.49,New Car,Tele-Sales
LN-201823,CUST-101823,Home Loan,99510.15,7.97,360,2022-01-26,Residential Property,143527.14,Home Purchase,Branch Network
LN-201824,CUST-101824,Auto Loan,22131.74,11.4,84,2022-10-22,Vehicle,24672.61,Commercial Vehicle,Digital Portal
LN-201825,CUST-101825,Personal Loan,11967.56,16.09,60,2023-05-18,None,0.0,Home Improvement,Tele-Sales
LN-201826,CUST-101826,Home Loan,150114.16,8.46,240,2021-11-11,Residential Property,185933.83,Home Purchase,Branch Network
LN-201827,CUST-101827,Auto Loan,35108.01,9.55,48,2022-10-07,Vehicle,45476.53,Commercial Vehicle,Digital Portal
LN-201828,CUST-101828,Auto Loan,21325.91,11.35,72,2022-10-03,Vehicle,26421.81,Used Car,Mobile App
LN-201829,CUST-101829,Business Loan,43623.86,12.99,24,2022-11-27,Commercial Property,55690.72,Business Expansion,DSA / Direct Selling Agent
LN-201830,CUST-101830,Personal Loan,11815.81,21.39,36,2023-07-26,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-201831,CUST-101831,Home Loan,319933.03,8.1,240,2022-07-18,Residential Property,408966.28,Home Construction,Branch Network
LN-201832,CUST-101832,Home Loan,18614.37,7.08,240,2022-11-02,Residential Property,25569.17,Refinancing,Digital Portal
LN-201833,CUST-101833,Education Loan,23460.71,9.98,48,2023-12-25,Third Party Guarantee,23460.71,Higher Studies Abroad,Branch Network
LN-201834,CUST-101834,Home Loan,173496.43,6.97,360,2023-06-01,Residential Property,247634.57,Home Purchase,DSA / Direct Selling Agent
LN-201835,CUST-101835,Personal Loan,7698.26,21.35,60,2021-08-31,None,0.0,Home Improvement,Branch Network
LN-201836,CUST-101836,Personal Loan,10676.57,20.43,60,2021-07-29,None,0.0,Wedding/Travel,Mobile App
LN-201837,CUST-101837,Personal Loan,15808.01,20.26,12,2022-08-19,None,0.0,Home Improvement,Branch Network
LN-201838,CUST-101838,Business Loan,30537.38,11.74,24,2021-03-11,Equipment,43147.95,Business Expansion,Mobile App
LN-201839,CUST-101839,Business Loan,111097.33,11.34,48,2021-07-30,Commercial Property,132162.32,Business Expansion,Digital Portal
LN-201840,CUST-101840,Business Loan,85304.01,13.04,24,2023-01-19,Equipment,126868.04,Working Capital,Digital Portal
LN-201841,CUST-101841,Auto Loan,28681.12,10.23,84,2021-06-24,Vehicle,33700.65,Used Car,Digital Portal
LN-201842,CUST-101842,Home Loan,233343.55,8.12,360,2021-04-05,Residential Property,367462.61,Home Construction,Digital Portal
LN-201843,CUST-101843,Personal Loan,4194.16,15.35,24,2022-04-20,None,0.0,Wedding/Travel,Branch Network
LN-201844,CUST-101844,Personal Loan,5197.5,13.53,36,2021-06-13,None,0.0,Medical Emergency,Mobile App
LN-201845,CUST-101845,Home Loan,145845.57,8.92,180,2021-07-03,Residential Property,195190.7,Home Purchase,Digital Portal
LN-201846,CUST-101846,Personal Loan,14733.27,19.25,12,2023-07-28,None,0.0,Home Improvement,Branch Network
LN-201847,CUST-101847,Personal Loan,13008.81,11.62,12,2021-04-14,None,0.0,Home Improvement,Digital Portal
LN-201848,CUST-101848,Auto Loan,16663.22,10.61,60,2021-07-04,Vehicle,20752.13,New Car,Digital Portal
LN-201849,CUST-101849,Auto Loan,18321.39,11.08,48,2021-12-08,Vehicle,21684.22,Used Car,Branch Network
LN-201850,CUST-101850,Personal Loan,30303.17,17.15,12,2021-05-01,None,0.0,Home Improvement,Branch Network
LN-201851,CUST-101851,Home Loan,121521.97,8.43,360,2021-05-06,Residential Property,172539.08,Home Purchase,Digital Portal
LN-201852,CUST-101852,Personal Loan,10530.55,22.22,36,2022-08-28,None,0.0,Wedding/Travel,Digital Portal
LN-201853,CUST-101853,Education Loan,40556.74,8.06,60,2023-05-24,Third Party Guarantee,40556.74,Professional Certification,Digital Portal
LN-201854,CUST-101854,Personal Loan,5044.17,20.15,60,2023-02-12,None,0.0,Medical Emergency,Digital Portal
LN-201855,CUST-101855,Personal Loan,3551.25,19.25,12,2022-02-05,None,0.0,Medical Emergency,Mobile App
LN-201856,CUST-101856,Auto Loan,36281.24,8.46,60,2022-05-16,Vehicle,41266.89,Commercial Vehicle,Mobile App
LN-201857,CUST-101857,Personal Loan,39929.29,13.69,48,2021-06-23,None,0.0,Home Improvement,Branch Network
LN-201858,CUST-101858,Personal Loan,15544.57,14.18,60,2023-02-18,None,,Debt Consolidation,Digital Portal
LN-201859,CUST-101859,Personal Loan,25829.34,16.27,24,2023-09-28,None,0.0,Home Improvement,Mobile App
LN-201860,CUST-101860,Personal Loan,18799.9,20.85,36,2023-07-05,None,0.0,Debt Consolidation,Branch Network
LN-201861,CUST-101861,Personal Loan,12898.8,18.32,60,2022-12-10,None,0.0,Medical Emergency,Digital Portal
LN-201862,CUST-101862,Business Loan,44243.57,14.96,60,2023-02-23,Inventory,50056.22,Working Capital,Tele-Sales
LN-201863,CUST-101863,Personal Loan,19119.48,14.89,60,2022-06-17,None,0.0,Debt Consolidation,Digital Portal
LN-201864,CUST-101864,Auto Loan,14080.29,12.24,36,2021-11-14,Vehicle,18226.62,Commercial Vehicle,Mobile App
LN-201865,CUST-101865,Personal Loan,31275.1,20.15,12,2021-03-22,None,0.0,Home Improvement,Digital Portal
LN-201866,CUST-101866,Home Loan,271634.36,7.69,300,2022-11-12,Residential Property,415837.31,Home Purchase,Digital Portal
LN-201867,CUST-101867,Personal Loan,15577.18,16.68,12,2022-01-26,None,0.0,Home Improvement,Digital Portal
LN-201868,CUST-101868,Personal Loan,4643.38,14.43,24,2022-09-05,None,0.0,Home Improvement,Digital Portal
LN-201869,CUST-101869,Business Loan,162683.4,10.66,48,2022-02-17,Commercial Property,238172.02,Business Expansion,Digital Portal
LN-201870,CUST-101870,Auto Loan,42722.32,11.72,84,2021-03-05,Vehicle,47171.26,New Car,DSA / Direct Selling Agent
LN-201871,CUST-101871,Auto Loan,19575.11,10.08,72,2022-06-27,Vehicle,24383.8,Commercial Vehicle,Branch Network
LN-201872,CUST-101872,Personal Loan,10297.34,17.36,36,2023-01-26,None,0.0,Home Improvement,Digital Portal
LN-201873,CUST-101873,Auto Loan,36921.84,11.19,60,2023-03-27,Vehicle,40268.34,Used Car,DSA / Direct Selling Agent
LN-201874,CUST-101874,Personal Loan,39726.68,14.15,12,2021-11-15,None,,Wedding/Travel,DSA / Direct Selling Agent
LN-201875,CUST-101875,Personal Loan,36278.66,12.79,24,2022-02-07,None,0.0,Wedding/Travel,Digital Portal
LN-201876,CUST-101876,Auto Loan,34727.84,10.6,60,2021-11-20,Vehicle,38797.49,Used Car,Mobile App
LN-201877,CUST-101877,Personal Loan,32979.6,17.26,12,2021-02-07,None,0.0,Wedding/Travel,Digital Portal
LN-201878,CUST-101878,Personal Loan,14876.61,15.17,24,2023-08-27,None,,Home Improvement,Branch Network
LN-201879,CUST-101879,Business Loan,126780.04,12.33,48,2023-05-21,None,0.0,Equipment Purchase,Branch Network
LN-201880,CUST-101880,Personal Loan,11060.17,13.02,12,2023-07-09,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-201881,CUST-101881,Home Loan,217056.19,9.59,360,2023-02-03,Residential Property,276078.45,Home Construction,Digital Portal
LN-201882,CUST-101882,Personal Loan,21312.37,13.76,24,2021-12-17,None,0.0,Debt Consolidation,DSA / Direct Selling Agent
LN-201883,CUST-101883,Home Loan,195768.61,7.11,180,2022-12-30,Residential Property,249350.91,Refinancing,Branch Network
LN-201884,CUST-101884,Auto Loan,42060.78,8.25,48,2022-07-04,Vehicle,44803.27,Commercial Vehicle,Mobile App
LN-201885,CUST-101885,Home Loan,588877.05,5.86,300,2022-10-05,Residential Property,833953.86,Home Purchase,Digital Portal
LN-201886,CUST-101886,Personal Loan,15940.0,11.21,48,2023-11-23,None,0.0,Medical Emergency,Branch Network
LN-201887,CUST-101887,Education Loan,26588.51,8.98,84,2022-06-20,None,,Higher Studies Abroad,Digital Portal
LN-201888,CUST-101888,Business Loan,29289.07,11.68,48,2023-05-01,Inventory,36142.54,Business Expansion,DSA / Direct Selling Agent
