repayment_id,loan_id,customer_id,total_installments_due,installments_paid,total_amount_paid,principal_paid,interest_paid,last_payment_date,overdue_days,delinquency_bucket,default_flag,default_date
REP-303490,LN-203490,CUST-103490,29,29,4839.61,3660.99,1178.62,2024-11-22,0,Current,0,
REP-303491,LN-203491,CUST-103491,42,42,14767.9,11368.18,3399.72,2024-12-09,0,Current,0,
REP-303492,LN-203492,CUST-103492,28,27,14659.42,10364.26,4295.16,2024-10-24,29,1-30 DPD (SMA-0),0,
REP-303493,LN-203493,CUST-103493,12,10,11475.1,8428.52,3046.58,2024-08-03,56,31-60 DPD (SMA-1),0,
REP-303494,LN-203494,CUST-103494,24,24,12429.69,9779.98,2649.71,2023-05-17,0,Current,0,
REP-303495,LN-203495,CUST-103495,23,23,11958.13,8290.75,3667.38,2024-12-04,0,Current,0,
REP-303496,LN-203496,CUST-103496,14,13,3313.24,2390.19,923.05,2024-11-15,11,1-30 DPD (SMA-0),0,
REP-303497,LN-203497,CUST-103497,39,39,48770.05,33647.61,15122.44,2024-11-14,0,Current,0,
REP-303498,LN-203498,CUST-103498,24,8,24810.05,19847.42,4962.63,2022-12-26,321,90+ DPD (NPA / Default),1,2023-03-26
REP-303499,LN-203499,CUST-103499,32,32,9264.41,6731.48,2532.93,2024-11-29,0,Current,0,
REP-303500,LN-203500,CUST-103500,29,29,19147.76,15249.6,3898.16,2024-12-09,0,Current,0,
REP-303501,LN-203501,CUST-103501,12,11,3932.71,2834.39,1098.32,2024-11-07,5,1-30 DPD (SMA-0),0,
REP-303502,LN-203502,CUST-103502,20,20,31921.2,24207.09,7714.11,2024-12-13,0,Current,0,
REP-303503,LN-203503,CUST-103503,12,12,8216.49,6594.76,1621.73,2023-08-12,0,Current,0,
REP-303504,LN-203504,CUST-103504,22,22,17445.32,13299.33,4145.99,2024-12-09,0,Current,0,
REP-303505,LN-203505,CUST-103505,21,20,42067.34,29089.64,12977.7,2024-11-01,12,1-30 DPD (SMA-0),0,
REP-303506,LN-203506,CUST-103506,36,36,58731.42,43052.74,15678.68,2024-12-08,0,Current,0,
REP-303507,LN-203507,CUST-103507,33,32,8528.4,6376.77,2151.63,2024-11-14,19,1-30 DPD (SMA-0),0,
REP-303508,LN-203508,CUST-103508,16,16,9269.46,7146.55,2122.91,2024-11-26,0,Current,0,
REP-303509,LN-203509,CUST-103509,33,33,32323.6,25152.32,7171.28,2024-12-10,0,Current,0,
REP-303510,LN-203510,CUST-103510,18,16,5971.43,4472.59,1498.84,2024-10-03,32,31-60 DPD (SMA-1),0,
REP-303511,LN-203511,CUST-103511,25,4,583.87,462.92,120.95,2023-03-25,230,90+ DPD (NPA / Default),1,2023-06-23
REP-303512,LN-203512,CUST-103512,43,43,60705.51,46209.31,14496.2,2024-11-11,0,Current,0,
REP-303513,LN-203513,CUST-103513,23,23,42534.24,29341.86,13192.38,2024-12-09,0,Current,0,
REP-303514,LN-203514,CUST-103514,35,35,31589.42,22350.69,9238.73,2024-12-09,0,Current,0,
REP-303515,LN-203515,CUST-103515,14,11,2435.73,1778.6,657.13,2024-09-07,82,61-90 DPD (SMA-2),0,
REP-303516,LN-203516,CUST-103516,22,21,9342.48,7549.3,1793.18,2024-11-04,16,1-30 DPD (SMA-0),0,
REP-303517,LN-203517,CUST-103517,44,44,32373.4,25068.92,7304.48,2024-11-11,0,Current,0,
REP-303518,LN-203518,CUST-103518,12,12,18264.16,13544.05,4720.11,2024-12-05,0,Current,0,
REP-303519,LN-203519,CUST-103519,12,12,24898.36,20233.82,4664.54,2022-12-26,0,Current,0,
REP-303520,LN-203520,CUST-103520,34,33,170417.46,127371.35,43046.11,2024-10-30,3,1-30 DPD (SMA-0),0,
REP-303521,LN-203521,CUST-103521,15,15,9756.74,7503.87,2252.87,2024-11-30,0,Current,0,
REP-303522,LN-203522,CUST-103522,14,13,3874.31,2658.84,1215.47,2024-10-28,15,1-30 DPD (SMA-0),0,
REP-303523,LN-203523,CUST-103523,17,17,3903.33,3003.24,900.09,2024-12-18,0,Current,0,
REP-303524,LN-203524,CUST-103524,36,36,26491.77,20848.9,5642.87,2024-06-23,0,Current,0,
REP-303525,LN-203525,CUST-103525,16,14,7360.21,5668.24,1691.97,2024-09-30,34,31-60 DPD (SMA-1),0,
REP-303526,LN-203526,CUST-103526,42,42,16407.69,11655.73,4751.96,2024-11-18,0,Current,0,
REP-303527,LN-203527,CUST-103527,23,20,10980.9,8400.53,2580.37,2024-08-26,72,61-90 DPD (SMA-2),0,
REP-303528,LN-203528,CUST-103528,21,20,6740.69,4927.35,1813.34,2024-11-07,6,1-30 DPD (SMA-0),0,
REP-303529,LN-203529,CUST-103529,16,13,9906.69,7585.02,2321.67,2024-08-31,85,61-90 DPD (SMA-2),0,
REP-303530,LN-203530,CUST-103530,35,33,14431.44,11214.34,3217.1,2024-10-12,48,31-60 DPD (SMA-1),0,
REP-303531,LN-203531,CUST-103531,24,23,11086.55,7667.15,3419.4,2023-05-22,20,1-30 DPD (SMA-0),0,
REP-303532,LN-203532,CUST-103532,16,15,14268.01,11634.87,2633.14,2024-10-27,29,1-30 DPD (SMA-0),0,
REP-303533,LN-203533,CUST-103533,29,28,25836.05,20571.22,5264.83,2024-11-14,9,1-30 DPD (SMA-0),0,
REP-303534,LN-203534,CUST-103534,39,8,29830.49,22414.08,7416.41,2022-05-19,131,90+ DPD (NPA / Default),1,2022-08-17
REP-303535,LN-203535,CUST-103535,14,14,13306.77,9820.51,3486.26,2024-12-10,0,Current,0,
REP-303536,LN-203536,CUST-103536,12,9,15848.12,11994.04,3854.08,2022-08-09,83,61-90 DPD (SMA-2),0,
REP-303537,LN-203537,CUST-103537,12,4,2259.56,1805.67,453.89,2021-08-04,176,90+ DPD (NPA / Default),1,2021-11-02
REP-303538,LN-203538,CUST-103538,37,36,40375.62,30628.21,9747.41,2024-11-02,27,1-30 DPD (SMA-0),0,
REP-303539,LN-203539,CUST-103539,12,9,13288.52,10381.57,2906.95,2024-05-17,89,61-90 DPD (SMA-2),0,
REP-303540,LN-203540,CUST-103540,19,17,12547.68,9594.0,2953.68,2024-10-15,49,31-60 DPD (SMA-1),0,
REP-303541,LN-203541,CUST-103541,12,2,3475.09,2627.9,847.19,2024-02-15,91,90+ DPD (NPA / Default),1,2024-05-15
REP-303542,LN-203542,CUST-103542,26,25,7879.37,5641.14,2238.23,2024-10-23,21,1-30 DPD (SMA-0),0,
REP-303543,LN-203543,CUST-103543,24,2,97.32,66.93,30.39,2021-11-15,454,90+ DPD (NPA / Default),1,2022-02-13
REP-303544,LN-203544,CUST-103544,12,10,9877.28,7356.85,2520.43,2022-03-01,54,31-60 DPD (SMA-1),0,
REP-303545,LN-203545,CUST-103545,17,9,40157.25,29637.22,10520.03,2024-04-14,173,90+ DPD (NPA / Default),1,2024-07-13
REP-303546,LN-203546,CUST-103546,47,47,50574.75,39098.52,11476.23,2024-11-28,0,Current,0,
REP-303547,LN-203547,CUST-103547,18,18,16035.1,12265.44,3769.66,2024-12-01,0,Current,0,
REP-303548,LN-203548,CUST-103548,12,11,7168.54,5844.73,1323.81,2024-11-06,4,1-30 DPD (SMA-0),0,
REP-303549,LN-203549,CUST-103549,14,13,9197.23,7129.1,2068.13,2024-11-16,1,1-30 DPD (SMA-0),0,
REP-303550,LN-203550,CUST-103550,13,13,12229.71,8607.98,3621.73,2024-12-14,0,Current,0,
REP-303551,LN-203551,CUST-103551,18,18,10783.04,8609.24,2173.8,2024-12-02,0,Current,0,
REP-303552,LN-203552,CUST-103552,24,22,27706.62,19842.43,7864.19,2024-09-30,58,31-60 DPD (SMA-1),0,
REP-303553,LN-203553,CUST-103553,19,18,2819.16,1958.32,860.84,2024-10-29,13,1-30 DPD (SMA-0),0,
REP-303554,LN-203554,CUST-103554,12,10,16129.16,12298.89,3830.27,2024-06-19,41,31-60 DPD (SMA-1),0,
REP-303555,LN-203555,CUST-103555,16,15,2365.52,1640.85,724.67,2024-11-21,19,1-30 DPD (SMA-0),0,
REP-303556,LN-203556,CUST-103556,19,19,16584.7,12758.95,3825.75,2024-11-21,0,Current,0,
REP-303557,LN-203557,CUST-103557,27,25,55826.3,43282.9,12543.4,2024-09-22,40,31-60 DPD (SMA-1),0,
REP-303558,LN-203558,CUST-103558,32,29,18216.91,12839.66,5377.25,2024-09-04,74,61-90 DPD (SMA-2),0,
REP-303559,LN-203559,CUST-103559,24,24,8612.44,6886.34,1726.1,2024-12-01,0,Current,0,
REP-303560,LN-203560,CUST-103560,34,34,122501.45,93379.06,29122.39,2024-11-29,0,Current,0,
REP-303561,LN-203561,CUST-103561,12,12,6118.8,4244.1,1874.7,2024-12-11,0,Current,0,
REP-303562,LN-203562,CUST-103562,23,23,34240.92,24360.33,9880.59,2024-11-21,0,Current,0,
REP-303563,LN-203563,CUST-103563,47,46,66167.46,52860.2,13307.26,2024-11-10,17,1-30 DPD (SMA-0),0,
REP-303564,LN-203564,CUST-103564,17,15,2906.29,2363.6,542.69,2024-10-09,57,31-60 DPD (SMA-1),0,
REP-303565,LN-203565,CUST-103565,12,11,8363.25,6080.64,2282.61,2024-09-08,14,1-30 DPD (SMA-0),0,
REP-303566,LN-203566,CUST-103566,17,16,26381.75,20702.52,5679.23,2024-10-27,3,1-30 DPD (SMA-0),0,
REP-303567,LN-203567,CUST-103567,26,24,10184.96,7351.43,2833.53,2024-09-30,53,31-60 DPD (SMA-1),0,
REP-303568,LN-203568,CUST-103568,30,28,15570.34,11984.16,3586.18,2024-09-21,58,31-60 DPD (SMA-1),0,
REP-303569,LN-203569,CUST-103569,33,33,14305.51,9765.79,4539.72,2024-12-05,0,Current,0,
REP-303570,LN-203570,CUST-103570,36,36,42014.64,30741.53,11273.11,2024-05-24,0,Current,0,
REP-303571,LN-203571,CUST-103571,39,38,6446.41,5012.45,1433.96,2024-10-24,16,1-30 DPD (SMA-0),0,
REP-303572,LN-203572,CUST-103572,24,23,8812.72,7193.71,1619.01,2024-11-18,17,1-30 DPD (SMA-0),0,
REP-303573,LN-203573,CUST-103573,31,17,7205.64,4971.28,2234.36,2023-09-30,153,90+ DPD (NPA / Default),1,2023-12-29
REP-303574,LN-203574,CUST-103574,24,22,84862.76,64028.63,20834.13,2024-05-17,54,31-60 DPD (SMA-1),0,
REP-303575,LN-203575,CUST-103575,42,41,17823.27,12425.11,5398.16,2024-10-31,6,1-30 DPD (SMA-0),0,
REP-303576,LN-203576,CUST-103576,30,30,42063.9,33906.18,8157.72,2024-12-07,0,Current,0,
REP-303577,LN-203577,CUST-103577,35,35,28839.56,23146.68,5692.88,2024-11-28,0,Current,0,
REP-303578,LN-203578,CUST-103578,19,19,27933.92,19884.54,8049.38,2024-11-22,0,Current,0,
REP-303579,LN-203579,CUST-103579,19,17,54615.37,42856.21,11759.16,2024-10-03,31,31-60 DPD (SMA-1),0,
REP-303580,LN-203580,CUST-103580,14,14,37870.41,27643.86,10226.55,2024-11-27,0,Current,0,
REP-303581,LN-203581,CUST-103581,29,28,48755.1,38485.59,10269.51,2024-10-30,1,1-30 DPD (SMA-0),0,
REP-303582,LN-203582,CUST-103582,16,1,1859.28,1330.02,529.26,2023-09-27,525,90+ DPD (NPA / Default),1,2023-12-26
REP-303583,LN-203583,CUST-103583,30,30,3741.86,2927.1,814.76,2024-11-20,0,Current,0,
REP-303584,LN-203584,CUST-103584,40,40,27094.0,20452.79,6641.21,2024-11-30,0,Current,0,
REP-303585,LN-203585,CUST-103585,36,36,2786.2,2001.39,784.81,2024-12-07,0,Current,0,
REP-303586,LN-203586,CUST-103586,37,36,25633.25,20188.64,5444.61,2024-10-27,6,1-30 DPD (SMA-0),0,
REP-303587,LN-203587,CUST-103587,24,22,9563.13,7450.86,2112.27,2024-04-28,31,31-60 DPD (SMA-1),0,
REP-303588,LN-203588,CUST-103588,36,36,9279.09,6582.94,2696.15,2024-11-22,0,Current,0,
REP-303589,LN-203589,CUST-103589,27,27,107096.66,83377.52,23719.14,2024-12-03,0,Current,0,
REP-303590,LN-203590,CUST-103590,45,45,43992.62,32974.07,11018.55,2024-12-10,0,Current,0,
REP-303591,LN-203591,CUST-103591,12,12,3730.56,3047.88,682.68,2024-12-18,0,Current,0,
REP-303592,LN-203592,CUST-103592,34,34,36529.01,26654.13,9874.88,2024-12-03,0,Current,0,
REP-303593,LN-203593,CUST-103593,12,9,18097.82,14587.18,3510.64,2022-05-16,61,61-90 DPD (SMA-2),0,
REP-303594,LN-203594,CUST-103594,23,23,61057.57,49725.22,11332.35,2024-11-24,0,Current,0,
REP-303595,LN-203595,CUST-103595,36,36,52082.49,41089.94,10992.55,2024-06-05,0,Current,0,
REP-303596,LN-203596,CUST-103596,27,27,30423.65,22104.59,8319.06,2024-12-04,0,Current,0,
REP-303597,LN-203597,CUST-103597,12,12,5215.57,4006.59,1208.98,2024-12-08,0,Current,0,
REP-303598,LN-203598,CUST-103598,30,29,54644.82,42958.24,11686.58,2024-10-19,26,1-30 DPD (SMA-0),0,
REP-303599,LN-203599,CUST-103599,15,6,38358.0,29675.44,8682.56,2024-03-13,530,90+ DPD (NPA / Default),1,2024-06-11
REP-303600,LN-203600,CUST-103600,36,36,20070.9,14542.45,5528.45,2024-05-23,0,Current,0,
REP-303601,LN-203601,CUST-103601,21,21,9352.78,6851.35,2501.43,2024-12-06,0,Current,0,
REP-303602,LN-203602,CUST-103602,24,23,16606.8,12000.3,4606.5,2023-04-06,24,1-30 DPD (SMA-0),0,
REP-303603,LN-203603,CUST-103603,24,22,10847.25,7856.54,2990.71,2024-10-13,39,31-60 DPD (SMA-1),0,
REP-303604,LN-203604,CUST-103604,21,21,8345.93,6143.45,2202.48,2024-12-14,0,Current,0,
REP-303605,LN-203605,CUST-103605,13,13,7396.32,5434.91,1961.41,2024-12-21,0,Current,0,
REP-303606,LN-203606,CUST-103606,36,35,44423.72,30359.14,14064.58,2024-07-18,18,1-30 DPD (SMA-0),0,
REP-303607,LN-203607,CUST-103607,12,12,4997.49,3513.45,1484.04,2024-12-15,0,Current,0,
REP-303608,LN-203608,CUST-103608,34,33,15846.87,12342.66,3504.21,2024-11-03,10,1-30 DPD (SMA-0),0,
REP-303609,LN-203609,CUST-103609,12,12,2841.71,1968.6,873.11,2024-12-15,0,Current,0,
REP-303610,LN-203610,CUST-103610,12,12,5197.61,4020.9,1176.71,2024-11-27,0,Current,0,
REP-303611,LN-203611,CUST-103611,12,10,36368.04,29187.84,7180.2,2021-11-18,52,31-60 DPD (SMA-1),0,
REP-303612,LN-203612,CUST-103612,41,38,4305.66,2992.86,1312.8,2024-08-15,90,61-90 DPD (SMA-2),0,
REP-303613,LN-203613,CUST-103613,36,35,7126.54,4944.06,2182.48,2024-02-26,10,1-30 DPD (SMA-0),0,
REP-303614,LN-203614,CUST-103614,30,27,31209.92,23124.18,8085.74,2024-09-05,74,61-90 DPD (SMA-2),0,
REP-303615,LN-203615,CUST-103615,20,20,4762.06,3891.45,870.61,2024-11-27,0,Current,0,
REP-303616,LN-203616,CUST-103616,43,43,27612.93,20766.8,6846.13,2024-11-24,0,Current,0,
REP-303617,LN-203617,CUST-103617,25,23,5069.16,3641.53,1427.63,2024-10-02,34,31-60 DPD (SMA-1),0,
REP-303618,LN-203618,CUST-103618,31,31,22403.68,15924.76,6478.92,2024-11-16,0,Current,0,
REP-303619,LN-203619,CUST-103619,24,13,68155.19,51010.35,17144.84,2022-12-05,291,90+ DPD (NPA / Default),1,2023-03-05
REP-303620,LN-203620,CUST-103620,20,18,56316.16,40943.7,15372.46,2024-10-15,32,31-60 DPD (SMA-1),0,
REP-303621,LN-203621,CUST-103621,17,17,11586.02,9008.64,2577.38,2024-11-25,0,Current,0,
REP-303622,LN-203622,CUST-103622,36,36,17539.15,14371.57,3167.58,2024-11-19,0,Current,0,
REP-303623,LN-203623,CUST-103623,14,14,11155.76,8450.21,2705.55,2024-12-02,0,Current,0,
REP-303624,LN-203624,CUST-103624,24,13,6627.4,5255.11,1372.29,2023-12-27,182,90+ DPD (NPA / Default),1,2024-03-26
REP-303625,LN-203625,CUST-103625,24,24,227696.31,171582.17,56114.14,2024-07-09,0,Current,0,
REP-303626,LN-203626,CUST-103626,28,28,13278.54,9123.59,4154.95,2024-12-18,0,Current,0,
REP-303627,LN-203627,CUST-103627,36,36,47332.4,33246.57,14085.83,2024-09-22,0,Current,0,
REP-303628,LN-203628,CUST-103628,20,20,7961.11,5860.82,2100.29,2024-12-04,0,Current,0,
REP-303629,LN-203629,CUST-103629,12,10,2204.29,1571.06,633.23,2024-10-26,33,31-60 DPD (SMA-1),0,
REP-303630,LN-203630,CUST-103630,15,14,8636.49,6647.07,1989.42,2024-10-29,28,1-30 DPD (SMA-0),0,
REP-303631,LN-203631,CUST-103631,24,24,3098.27,2197.01,901.26,2024-12-11,0,Current,0,
REP-303632,LN-203632,CUST-103632,42,42,44732.83,34291.17,10441.66,2024-11-22,0,Current,0,
REP-303633,LN-203633,CUST-103633,17,17,35849.29,26426.87,9422.42,2024-11-23,0,Current,0,
REP-303634,LN-203634,CUST-103634,13,13,3857.67,2667.92,1189.75,2024-12-19,0,Current,0,
REP-303635,LN-203635,CUST-103635,41,41,33021.2,25878.91,7142.29,2024-12-09,0,Current,0,
REP-303636,LN-203636,CUST-103636,21,20,46970.19,37949.02,9021.17,2024-10-26,24,1-30 DPD (SMA-0),0,
REP-303637,LN-203637,CUST-103637,36,34,41932.83,28566.93,13365.9,2024-06-30,59,31-60 DPD (SMA-1),0,
REP-303638,LN-203638,CUST-103638,44,43,12486.97,8565.63,3921.34,2024-11-06,25,1-30 DPD (SMA-0),0,
REP-303639,LN-203639,CUST-103639,21,19,20278.74,15529.96,4748.78,2024-10-10,59,31-60 DPD (SMA-1),0,
REP-303640,LN-203640,CUST-103640,42,41,13761.41,10105.08,3656.33,2024-11-01,25,1-30 DPD (SMA-0),0,
REP-303641,LN-203641,CUST-103641,15,15,19623.87,14150.32,5473.55,2024-12-19,0,Current,0,
REP-303642,LN-203642,CUST-103642,36,33,37203.18,26377.4,10825.78,2024-07-25,64,61-90 DPD (SMA-2),0,
REP-303643,LN-203643,CUST-103643,43,42,4132.25,3159.45,972.8,2024-10-29,13,1-30 DPD (SMA-0),0,
REP-303644,LN-203644,CUST-103644,32,32,63905.31,46305.22,17600.09,2024-12-09,0,Current,0,
REP-303645,LN-203645,CUST-103645,14,13,10184.07,7679.26,2504.81,2024-11-17,1,1-30 DPD (SMA-0),0,
REP-303646,LN-203646,CUST-103646,13,12,6555.08,4478.91,2076.17,2024-10-29,21,1-30 DPD (SMA-0),0,
REP-303647,LN-203647,CUST-103647,19,18,25814.72,19520.74,6293.98,2024-10-25,3,1-30 DPD (SMA-0),0,
REP-303648,LN-203648,CUST-103648,39,39,24122.17,19377.47,4744.7,2024-11-15,0,Current,0,
REP-303649,LN-203649,CUST-103649,12,1,1052.76,856.54,196.22,2021-02-11,207,90+ DPD (NPA / Default),1,2021-05-12
REP-303650,LN-203650,CUST-103650,43,43,37630.62,28090.19,9540.43,2024-11-27,0,Current,0,
REP-303651,LN-203651,CUST-103651,33,31,8311.05,6006.58,2304.47,2024-10-11,32,31-60 DPD (SMA-1),0,
REP-303652,LN-203652,CUST-103652,36,36,27309.92,21371.68,5938.24,2024-09-09,0,Current,0,
REP-303653,LN-203653,CUST-103653,28,28,86664.28,64589.87,22074.41,2024-12-10,0,Current,0,
REP-303654,LN-203654,CUST-103654,29,29,12136.71,9556.76,2579.95,2024-11-30,0,Current,0,
REP-303655,LN-203655,CUST-103655,12,2,2916.22,2081.48,834.74,2022-08-22,459,90+ DPD (NPA / Default),1,2022-11-20
REP-303656,LN-203656,CUST-103656,42,42,34416.43,23516.88,10899.55,2024-11-18,0,Current,0,
REP-303657,LN-203657,CUST-103657,41,41,3544.99,2876.11,668.88,2024-12-01,0,Current,0,
REP-303658,LN-203658,CUST-103658,20,19,23238.12,18997.98,4240.14,2024-11-17,28,1-30 DPD (SMA-0),0,
REP-303659,LN-203659,CUST-103659,28,28,14685.17,11648.39,3036.78,2024-12-13,0,Current,0,
REP-303660,LN-203660,CUST-103660,12,10,15741.88,12018.53,3723.35,2021-11-18,51,31-60 DPD (SMA-1),0,
REP-303661,LN-203661,CUST-103661,39,39,34619.47,25494.11,9125.36,2024-11-24,0,Current,0,
REP-303662,LN-203662,CUST-103662,21,21,21060.19,15609.07,5451.12,2024-12-18,0,Current,0,
REP-303663,LN-203663,CUST-103663,36,36,42093.67,32278.15,9815.52,2024-10-25,0,Current,0,
REP-303664,LN-203664,CUST-103664,36,36,85640.42,59107.14,26533.28,2024-06-03,0,Current,0,
REP-303665,LN-203665,CUST-103665,18,17,7430.37,5919.3,1511.07,2024-10-24,13,1-30 DPD (SMA-0),0,
REP-303666,LN-203666,CUST-103666,24,24,6365.96,4739.89,1626.07,2024-12-17,0,Current,0,
REP-303667,LN-203667,CUST-103667,17,17,15348.09,11551.68,3796.41,2024-12-03,0,Current,0,
REP-303668,LN-203668,CUST-103668,41,41,22761.42,16579.9,6181.52,2024-11-23,0,Current,0,
REP-303669,LN-203669,CUST-103669,26,26,19297.33,14851.45,4445.88,2024-11-25,0,Current,0,
REP-303670,LN-203670,CUST-103670,44,44,14396.49,10342.76,4053.73,2024-11-15,0,Current,0,
REP-303671,LN-203671,CUST-103671,30,30,22626.8,16258.94,6367.86,2024-12-08,0,Current,0,
REP-303672,LN-203672,CUST-103672,47,47,19976.37,13843.8,6132.57,2024-12-10,0,Current,0,
REP-303673,LN-203673,CUST-103673,24,23,15123.6,11278.2,3845.4,2024-11-01,19,1-30 DPD (SMA-0),0,
REP-303674,LN-203674,CUST-103674,18,15,11579.72,9108.83,2470.89,2024-08-25,65,61-90 DPD (SMA-2),0,
REP-303675,LN-203675,CUST-103675,47,44,10010.72,6894.44,3116.28,2024-09-01,65,61-90 DPD (SMA-2),0,
REP-303676,LN-203676,CUST-103676,36,36,40644.39,30084.92,10559.47,2024-10-05,0,Current,0,
REP-303677,LN-203677,CUST-103677,17,17,11107.06,7810.93,3296.13,2024-12-22,0,Current,0,
REP-303678,LN-203678,CUST-103678,14,14,14146.09,9778.25,4367.84,2024-12-06,0,Current,0,
REP-303679,LN-203679,CUST-103679,32,32,28854.73,20491.52,8363.21,2024-11-16,0,Current,0,
REP-303680,LN-203680,CUST-103680,35,34,15964.75,11634.77,4329.98,2024-10-17,6,1-30 DPD (SMA-0),0,
REP-303681,LN-203681,CUST-103681,34,34,81273.0,56642.66,24630.34,2024-12-10,0,Current,0,
REP-303682,LN-203682,CUST-103682,16,16,4158.71,3099.02,1059.69,2024-12-11,0,Current,0,
REP-303683,LN-203683,CUST-103683,32,32,95071.03,72656.3,22414.73,2024-11-23,0,Current,0,
REP-303684,LN-203684,CUST-103684,19,19,39249.85,27117.3,12132.55,2024-12-17,0,Current,0,
REP-303685,LN-203685,CUST-103685,30,29,14277.67,11567.48,2710.19,2024-11-03,12,1-30 DPD (SMA-0),0,
REP-303686,LN-203686,CUST-103686,39,38,4753.45,3746.19,1007.26,2024-10-20,29,1-30 DPD (SMA-0),0,
REP-303687,LN-203687,CUST-103687,43,43,122449.22,92096.45,30352.77,2024-12-09,0,Current,0,
REP-303688,LN-203688,CUST-103688,37,37,15473.43,12687.17,2786.26,2024-12-03,0,Current,0,
REP-303689,LN-203689,CUST-103689,39,37,17075.0,13773.95,3301.05,2024-09-22,56,31-60 DPD (SMA-1),0,
REP-303690,LN-203690,CUST-103690,36,34,84747.63,66948.88,17798.75,2024-09-26,46,31-60 DPD (SMA-1),0,
REP-303691,LN-203691,CUST-103691,14,12,8445.15,6685.17,1759.98,2024-10-10,50,31-60 DPD (SMA-1),0,
REP-303692,LN-203692,CUST-103692,27,26,27979.9,20621.36,7358.54,2024-11-13,15,1-30 DPD (SMA-0),0,
REP-303693,LN-203693,CUST-103693,21,21,19815.52,15684.03,4131.49,2024-11-24,0,Current,0,
REP-303694,LN-203694,CUST-103694,24,6,24720.25,19676.5,5043.75,2021-11-09,422,90+ DPD (NPA / Default),1,2022-02-07
REP-303695,LN-203695,CUST-103695,25,23,58456.38,44329.85,14126.53,2024-10-05,49,31-60 DPD (SMA-1),0,
REP-303696,LN-203696,CUST-103696,36,35,25828.16,19105.22,6722.94,2023-12-08,6,1-30 DPD (SMA-0),0,
REP-303697,LN-203697,CUST-103697,23,23,44878.38,31362.62,13515.76,2024-12-14,0,Current,0,
REP-303698,LN-203698,CUST-103698,14,14,16985.1,12215.59,4769.51,2024-12-24,0,Current,0,
REP-303699,LN-203699,CUST-103699,38,38,81884.48,56346.42,25538.06,2024-11-29,0,Current,0,
REP-303700,LN-203700,CUST-103700,26,24,21505.53,14752.72,6752.81,2024-09-25,53,31-60 DPD (SMA-1),0,
REP-303701,LN-203701,CUST-103701,15,15,36438.79,29241.51,7197.28,2024-12-05,0,Current,0,
REP-303702,LN-203702,CUST-103702,46,46,8499.58,5931.25,2568.33,2024-12-09,0,Current,0,
REP-303703,LN-203703,CUST-103703,32,31,98947.98,77448.01,21499.97,2024-11-02,11,1-30 DPD (SMA-0),0,
REP-303704,LN-203704,CUST-103704,25,23,17560.89,12297.41,5263.48,2024-09-24,60,31-60 DPD (SMA-1),0,
REP-303705,LN-203705,CUST-103705,12,11,18043.76,13205.97,4837.79,2022-10-22,16,1-30 DPD (SMA-0),0,
REP-303706,LN-203706,CUST-103706,20,20,3348.97,2555.11,793.86,2024-12-08,0,Current,0,
REP-303707,LN-203707,CUST-103707,19,19,192598.68,133283.17,59315.51,2024-11-29,0,Current,0,
REP-303708,LN-203708,CUST-103708,29,29,26956.31,19069.49,7886.82,2024-12-03,0,Current,0,
REP-303709,LN-203709,CUST-103709,16,16,6213.81,4364.39,1849.42,2024-11-28,0,Current,0,
REP-303710,LN-203710,CUST-103710,28,28,27837.41,21745.53,6091.88,2024-11-22,0,Current,0,
REP-303711,LN-203711,CUST-103711,17,17,11764.13,9097.55,2666.58,2024-12-20,0,Current,0,
REP-303712,LN-203712,CUST-103712,45,44,13339.56,9262.51,4077.05,2024-10-23,17,1-30 DPD (SMA-0),0,
REP-303713,LN-203713,CUST-103713,41,41,103160.62,74241.78,28918.84,2024-11-27,0,Current,0,
REP-303714,LN-203714,CUST-103714,31,29,41641.72,30960.8,10680.92,2024-09-24,33,31-60 DPD (SMA-1),0,
REP-303715,LN-203715,CUST-103715,16,16,29294.75,22849.28,6445.47,2024-11-23,0,Current,0,
REP-303716,LN-203716,CUST-103716,32,30,51776.47,39373.58,12402.89,2024-09-26,44,31-60 DPD (SMA-1),0,
REP-303717,LN-203717,CUST-103717,31,31,60746.13,48254.32,12491.81,2024-11-28,0,Current,0,
REP-303718,LN-203718,CUST-103718,28,28,9358.09,6456.44,2901.65,2024-11-21,0,Current,0,
REP-303719,LN-203719,CUST-103719,40,38,9302.96,7032.94,2270.02,2024-09-18,55,31-60 DPD (SMA-1),0,
REP-303720,LN-203720,CUST-103720,18,18,20789.57,17002.79,3786.78,2024-11-26,0,Current,0,
REP-303721,LN-203721,CUST-103721,44,43,65020.49,52387.77,12632.72,2024-11-05,27,1-30 DPD (SMA-0),0,
REP-303722,LN-203722,CUST-103722,24,22,7605.16,5293.73,2311.43,2024-10-18,47,31-60 DPD (SMA-1),0,
REP-303723,LN-203723,CUST-103723,27,27,5594.2,4582.8,1011.4,2024-12-18,0,Current,0,
REP-303724,LN-203724,CUST-103724,47,47,45756.95,34476.5,11280.45,2024-12-02,0,Current,0,
REP-303725,LN-203725,CUST-103725,12,12,21335.56,16045.28,5290.28,2024-03-12,0,Current,0,
REP-303726,LN-203726,CUST-103726,36,33,11285.9,9161.31,2124.59,2024-04-13,61,61-90 DPD (SMA-2),0,
REP-303727,LN-203727,CUST-103727,36,36,14388.76,9981.71,4407.05,2024-08-05,0,Current,0,
